

IAD | MIA | AA | 0 | 06:00 | 09:30 | 250.00
DCA | RAP | Frontier Airlines | 1 stop (ORD) | 10:00 | 14:45 | 395.00
DCA | RAP | Alaska Airlines | 2 stops (PDX, SLC) | 11:30 | 17:00 | 630.00
DCA | RAP | Spirit Airlines | 1 stop (LAS) | 12:30 | 16:15 | 440.00
DCA | RAP | JetBlue Airways | Non-stop | 14:00 | 16:30 | 505.00
DCA | RAP | Southwest Airlines | 1 stop (DAL) | 15:30 | 19:15 | 560.00
RAP | DCA | American Airlines | Non-stop | 06:30 | 09:00 | 450.00
RAP | DCA | United Airlines | 1 stop (IAH) | 07:00 | 11:45 | 535.00
RAP | DCA | Delta Air Lines | Non-stop | 08:30 | 11:00 | 490.00
RAP | DCA | Frontier Airlines | 1 stop (MCO) | 09:30 | 14:15 | 410.00
RAP | DCA | Alaska Airlines | 2 stops (SEA, ORD) | 10:30 | 16:00 | 660.00
RAP | DCA | Spirit Airlines | 1 stop (PHX) | 11:30 | 15:15 | 460.00
RAP | DCA | JetBlue Airways | Non-stop | 13:00 | 15:30 | 520.00
RAP | DCA | Southwest Airlines | 1 stop (HOU) | 14:30 | 18:15 | 580.00


Here are the 16 flight plans:

DCA | MYR | American Airlines | Non-stop | 06:00 | 08:15 | 198.00
DCA | MYR | Delta Air Lines | 1 stop (ATL) | 08:30 | 11:45 | 228.00
DCA | MYR | United Airlines | Non-stop | 10:00 | 12:20 | 215.00
DCA | MYR | Southwest Airlines | 1 stop (BWI) | 12:15 | 15:30 | 242.00
DCA | MYR | Frontier Airlines | Non-stop | 14:00 | 16:20 | 185.00
DCA | MYR | Spirit Airlines | 1 stop (FLL) | 16:30 | 20:45 | 209.00
DCA | MYR | JetBlue Airways | Non-stop | 18:00 | 20:20 | 199.00
DCA | MYR | Alaska Airlines | 1 stop (CLT) | 20:15 | 23:30 | 235.00
MYR | DCA | American Airlines | Non-stop | 06:00 | 08:15 | 192.00
MYR | DCA | Delta Air Lines | 1 stop (ATL) | 08:30 | 11:45 | 222.00
MYR | DCA | United Airlines | Non-stop | 10:00 | 12:20 | 210.00
MYR | DCA | Southwest Airlines | 1 stop (BWI) | 12:15 | 15:30 | 237.00
MYR | DCA | Frontier Airlines | Non-stop | 14:00 | 16:20 | 182.00
MYR | DCA | Spirit Airlines | 1 stop (FLL) | 16:30 | 20:45 | 204.00
MYR | DCA | JetBlue Airways | Non-stop | 18:00 | 20:20 | 194.00
MYR | DCA | Alaska Airlines | 1 stop (CLT) | 20:15 | 23:30 | 229.00


Here are the 16 flight plans:

DCA | OAK | AA | 1 (DFW) | 06:00 | 10:35 | 542.00
DCA | OAK | UA | 0 | 08:30 | 12:05 | 620.00
DCA | OAK | WN | 1 (DAL) | 10:15 | 14:50 | 480.00
DCA | OAK | DL | 1 (ATL) | 12:00 | 16:35 | 550.00
DCA | OAK | AS | 1 (SEA) | 14:30 | 19:05 | 510.00
DCA | OAK | B6 | 1 (JFK) | 16:15 | 20:40 | 580.00
DCA | OAK | F9 | 1 (DEN) | 18:00 | 22:25 | 420.00
DCA | OAK | NK | 1 (ORD) | 20:45 | 01:10 | 450.00
OAK | DCA | AA | 1 (PHX) | 06:30 | 14:05 | 520.00
OAK | DCA | UA | 0 | 08:00 | 15:35 | 600.00
OAK | DCA | WN | 1 (LAS) | 10:45 | 17:20 | 490.00
OAK | DCA | DL | 1 (SFO) | 12:30 | 19:05 | 530.00
OAK | DCA | AS | 1 (PDX) | 14:15 | 20:40 | 500.00
OAK | DCA | B6 | 1 (LAX) | 16:00 | 22:25 | 560.00
OAK | DCA | F9 | 1 (IAH) | 18:30 | 00:55 | 440.00
OAK | DCA | NK | 1 (MSP) | 20:15 | 02:40 | 470.00


Here are the 16 flight plans:

DCA | SMF | American Airlines | 1 (PHX) | 08:00 | 11:30 | 450.00
DCA | SMF | Delta Air Lines | 0 | 10:30 | 14:05 | 520.00
DCA | SMF | United Airlines | 1 (DEN) | 12:15 | 15:45 | 480.00
DCA | SMF | Southwest Airlines | 0 | 14:00 | 17:35 | 500.00
DCA | SMF | Alaska Airlines | 1 (SEA) | 15:45 | 19:20 | 510.00
DCA | SMF | JetBlue Airways | 0 | 17:00 | 20:35 | 530.00
DCA | SMF | Spirit Airlines | 1 (LAS) | 18:30 | 22:05 | 490.00
DCA | SMF | Frontier Airlines | 0 | 20:00 | 23:35 | 550.00

SMF | DCA | American Airlines | 1 (DFW) | 06:00 | 13:30 | 420.00
SMF | DCA | Delta Air Lines | 0 | 08:30 | 16:05 | 540.00
SMF | DCA | United Airlines | 1 (SFO) | 10:45 | 18:20 | 460.00
SMF | DCA | Southwest Airlines | 0 | 12:00 | 19:35 | 510.00
SMF | DCA | Alaska Airlines | 1 (PDX) | 13:30 | 21:05 | 530.00
SMF | DCA | JetBlue Airways | 0 | 15:00 | 22:35 | 550.00
SMF | DCA | Spirit Airlines | 1 (ORD) | 16:30 | 00:05 | 480.00
SMF | DCA | Frontier Airlines | 0 | 18:00 | 01:35 | 520.00


Here are the 16 flight plans:

DCA | SAF | American Airlines | 0 | 08:00 | 11:05 | 542.00
DCA | SAF | United Airlines | 1 (DEN) | 09:15 | 13:30 | 618.00
DCA | SAF | Delta Air Lines | 0 | 10:30 | 13:45 | 578.00
DCA | SAF | Southwest Airlines | 1 (DAL) | 11:45 | 16:00 | 648.00
DCA | SAF | Alaska Airlines | 0 | 13:00 | 16:15 | 598.00
DCA | SAF | JetBlue Airways | 1 (LAX) | 14:15 | 18:30 | 688.00
DCA | SAF | Spirit Airlines | 0 | 15:30 | 18:45 | 548.00
DCA | SAF | Frontier Airlines | 1 (PHX) | 16:45 | 21:00 | 718.00
SAF | DCA | American Airlines | 0 | 08:00 | 13:05 | 562.00
SAF | DCA | United Airlines | 1 (IAH) | 09:15 | 15:30 | 648.00
SAF | DCA | Delta Air Lines | 0 | 10:30 | 15:45 | 608.00
SAF | DCA | Southwest Airlines | 1 (HOU) | 11:45 | 17:00 | 698.00
SAF | DCA | Alaska Airlines | 0 | 13:00 | 17:15 | 628.00
SAF | DCA | JetBlue Airways | 1 (JFK) | 14:15 | 19:30 | 748.00
SAF | DCA | Spirit Airlines | 0 | 15:30 | 19:45 | 588.00
SAF | DCA | Frontier Airlines | 1 (MCO) | 16:45 | 22:00 | 778.00


Here are the 16 flight plans:

DCA | ABQ | American Airlines | Non-stop | 06:00 | 09:35 | 425.00
DCA | ABQ | United Airlines | 1 stop (DEN) | 08:15 | 12:50 | 450.00
DCA | ABQ | Delta Air Lines | Non-stop | 10:30 | 14:05 | 480.00
DCA | ABQ | Southwest Airlines | 1 stop (MDW) | 12:00 | 17:20 | 395.00
DCA | ABQ | Alaska Airlines | 1 stop (SEA) | 14:45 | 20:10 | 520.00
DCA | ABQ | JetBlue Airways | Non-stop | 16:15 | 19:40 | 410.00
DCA | ABQ | Spirit Airlines | 1 stop (LAS) | 18:30 | 23:50 | 375.00
DCA | ABQ | Frontier Airlines | 1 stop (MCO) | 20:45 | 02:10 | 340.00

ABQ | DCA | American Airlines | Non-stop | 06:30 | 12:05 | 440.00
ABQ | DCA | United Airlines | 1 stop (IAH) | 08:45 | 15:10 | 465.00
ABQ | DCA | Delta Air Lines | Non-stop | 11:00 | 16:35 | 500.00
ABQ | DCA | Southwest Airlines | 1 stop (DAL) | 13:15 | 18:40 | 420.00
ABQ | DCA | Alaska Airlines | 1 stop (SFO) | 15:30 | 21:00 | 540.00
ABQ | DCA | JetBlue Airways | Non-stop | 17:45 | 22:10 | 430.00
ABQ | DCA | Spirit Airlines | 1 stop (FLL) | 20:00 | 01:25 | 385.00
ABQ | DCA | Frontier Airlines | 1 stop (ATL) | 22:15 | 03:40 | 360.00


Here are the 16 flight plans:

DCA | SAV | AA | 0 | 06:00 | 08:30 | 198.00
DCA | SAV | DL | 1 (ATL) | 07:30 | 11:15 | 240.00
DCA | SAV | UA | 0 | 09:00 | 11:45 | 220.00
DCA | SAV | WN | 1 (BWI) | 10:15 | 13:50 | 280.00
DCA | SAV | F9 | 0 | 11:45 | 14:20 | 190.00
DCA | SAV | NK | 1 (EWR) | 12:30 | 16:05 | 300.00
DCA | SAV | B6 | 0 | 13:15 | 15:50 | 210.00
DCA | SAV | AS | 1 (CLT) | 14:45 | 18:20 | 260.00
SAV | DCA | AA | 0 | 06:30 | 08:05 | 200.00
SAV | DCA | DL | 1 (JFK) | 08:00 | 12:35 | 280.00
SAV | DCA | UA | 0 | 09:30 | 11:15 | 230.00
SAV | DCA | WN | 1 (MDW) | 10:45 | 14:20 | 290.00
SAV | DCA | F9 | 0 | 12:00 | 14:35 | 200.00
SAV | DCA | NK | 1 (TPA) | 13:15 | 16:50 | 310.00
SAV | DCA | B6 | 0 | 14:30 | 16:10 | 240.00
SAV | DCA | AS | 1 (RDU) | 15:45 | 19:25 | 270.00


Here are the 16 flight plans:

DCA | JAX | American Airlines | Non-stop | 06:00 | 08:35 | 178.00
DCA | JAX | Delta Air Lines | 1 stop (ATL) | 07:15 | 11:20 | 235.00
DCA | JAX | United Airlines | Non-stop | 08:45 | 11:10 | 198.00
DCA | JAX | JetBlue Airways | 1 stop (BOS) | 09:30 | 13:15 | 259.00
DCA | JAX | Spirit Airlines | 1 stop (FLL) | 10:00 | 14:20 | 189.00
DCA | JAX | Frontier Airlines | Non-stop | 11:15 | 13:40 | 169.00
DCA | JAX | Southwest Airlines | 1 stop (BWI) | 12:00 | 15:30 | 219.00
DCA | JAX | Alaska Airlines | 1 stop (ORD) | 13:45 | 17:50 | 289.00
JAX | DCA | American Airlines | Non-stop | 06:00 | 08:35 | 178.00
JAX | DCA | Delta Air Lines | 1 stop (ATL) | 07:15 | 11:20 | 235.00
JAX | DCA | United Airlines | Non-stop | 08:45 | 11:10 | 198.00
JAX | DCA | JetBlue Airways | 1 stop (BOS) | 09:30 | 13:15 | 259.00
JAX | DCA | Spirit Airlines | 1 stop (FLL) | 10:00 | 14:20 | 189.00
JAX | DCA | Frontier Airlines | Non-stop | 11:15 | 13:40 | 169.00
JAX | DCA | Southwest Airlines | 1 stop (BWI) | 12:00 | 15:30 | 219.00
JAX | DCA | Alaska Airlines | 1 stop (ORD) | 13:45 | 17:50 | 289.00
JAX | DCA | Hawaiian Airlines | 2 stops (HNL, ORD) | 15:00 | 20:50 | 399.00


Here are the 16 flight plans:

DCA | SFB | American Airlines | Non-stop | 08:00 | 11:15 | 250.00
DCA | SFB | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:45 | 320.00
DCA | SFB | United Airlines | Non-stop | 10:45 | 14:00 | 280.00
DCA | SFB | Spirit Airlines | 1 stop (FLL) | 12:00 | 16:15 | 220.00
DCA | SFB | JetBlue Airways | Non-stop | 13:15 | 16:30 | 240.00
DCA | SFB | Frontier Airlines | 1 stop (MCO) | 14:30 | 18:45 | 260.00
DCA | SFB | Southwest Airlines | Non-stop | 15:45 | 19:00 | 300.00
DCA | SFB | Alaska Airlines | 1 stop (TPA) | 17:00 | 21:15 | 290.00
SFB | DCA | American Airlines | Non-stop | 08:00 | 10:15 | 230.00
SFB | DCA | Delta Air Lines | 1 stop (JFK) | 09:30 | 13:45 | 330.00
SFB | DCA | United Airlines | Non-stop | 10:45 | 13:00 | 250.00
SFB | DCA | Spirit Airlines | 1 stop (BWI) | 12:00 | 15:15 | 200.00
SFB | DCA | JetBlue Airways | Non-stop | 13:15 | 15:30 | 210.00
SFB | DCA | Frontier Airlines | 1 stop (RDU) | 14:30 | 17:45 | 270.00
SFB | DCA | Southwest Airlines | Non-stop | 15:45 | 18:00 | 310.00
SFB | DCA | Alaska Airlines | 1 stop (CLT) | 17:00 | 20:15 | 280.00


Here are the 16 flight plans:

DCA | MTJ | AA | 0 | 08:00 | 10:30 | 250.00
DCA | MTJ | UA | 1 (DEN) | 09:30 | 13:45 | 320.00
DCA | MTJ | DL | 0 | 11:00 | 13:30 | 280.00
DCA | MTJ | WN | 1 (STL) | 12:30 | 16:45 | 350.00
DCA | MTJ | AA | 0 | 14:00 | 16:30 | 240.00
DCA | MTJ | UA | 1 (ORD) | 15:30 | 19:45 | 300.00
DCA | MTJ | DL | 0 | 17:00 | 19:30 | 260.00
DCA | MTJ | WN | 1 (MCI) | 18:30 | 22:45 | 330.00
MTJ | DCA | AA | 0 | 08:00 | 10:30 | 230.00
MTJ | DCA | UA | 1 (DEN) | 09:30 | 13:45 | 290.00
MTJ | DCA | DL | 0 | 11:00 | 13:30 | 250.00
MTJ | DCA | WN | 1 (STL) | 12:30 | 16:45 | 310.00
MTJ | DCA | AA | 0 | 14:00 | 16:30 | 220.00
MTJ | DCA | UA | 1 (ORD) | 15:30 | 19:45 | 270.00
MTJ | DCA | DL | 0 | 17:00 | 19:30 | 240.00
MTJ | DCA | WN | 1 (MCI) | 18:30 | 22:45 | 300.00


Here are the 16 flight plans:

DCA | DRO | American Airlines | 0 | 08:00 | 11:15 | 278.00
DCA | DRO | Delta Air Lines | 1 (ORD) | 09:30 | 13:45 | 325.00
DCA | DRO | United Airlines | 0 | 10:45 | 14:00 | 298.00
DCA | DRO | Frontier Airlines | 1 (DEN) | 12:00 | 16:20 | 240.00
DCA | DRO | Spirit Airlines | 1 (ATL) | 13:15 | 17:30 | 220.00
DCA | DRO | Southwest Airlines | 0 | 14:30 | 17:45 | 260.00
DCA | DRO | Alaska Airlines | 1 (SEA) | 15:45 | 20:00 | 280.00
DCA | DRO | JetBlue Airways | 0 | 17:00 | 20:15 | 290.00
DRO | DCA | American Airlines | 0 | 08:30 | 11:45 | 270.00
DRO | DCA | Delta Air Lines | 1 (DFW) | 09:50 | 14:05 | 310.00
DRO | DCA | United Airlines | 0 | 11:15 | 14:30 | 280.00
DRO | DCA | Frontier Airlines | 1 (MCO) | 12:30 | 16:45 | 230.00
DRO | DCA | Spirit Airlines | 1 (BWI) | 13:45 | 17:00 | 210.00
DRO | DCA | Southwest Airlines | 0 | 15:00 | 18:15 | 250.00
DRO | DCA | Alaska Airlines | 1 (SFO) | 16:15 | 20:30 | 300.00
DRO | DCA | JetBlue Airways | 0 | 17:30 | 20:45 | 290.00


Here are the 16 flight plans:

DCA | BOZ | American Airlines | 1 (ORD) | 08:00 | 11:30 | 450.00
DCA | BOZ | Delta Air Lines | 0 | 10:30 | 13:45 | 520.00
DCA | BOZ | United Airlines | 1 (EWR) | 12:15 | 15:40 | 480.00
DCA | BOZ | Spirit Airlines | 0 | 14:00 | 17:15 | 380.00
DCA | BOZ | Alaska Airlines | 1 (SEA) | 15:45 | 19:10 | 500.00
DCA | BOZ | JetBlue Airways | 0 | 17:00 | 20:25 | 420.00
DCA | BOZ | Frontier Airlines | 1 (DEN) | 18:30 | 21:55 | 440.00
DCA | BOZ | Southwest Airlines | 0 | 20:00 | 23:25 | 400.00
BOZ | DCA | American Airlines | 1 (DFW) | 08:00 | 11:35 | 460.00
BOZ | DCA | Delta Air Lines | 0 | 10:30 | 13:55 | 540.00
BOZ | DCA | United Airlines | 1 (SFO) | 12:15 | 15:40 | 500.00
BOZ | DCA | Spirit Airlines | 0 | 14:00 | 17:15 | 400.00
BOZ | DCA | Alaska Airlines | 1 (PDX) | 15:45 | 19:10 | 520.00
BOZ | DCA | JetBlue Airways | 0 | 17:00 | 20:25 | 440.00
BOZ | DCA | Frontier Airlines | 1 (MIA) | 18:30 | 21:55 | 480.00
BOZ | DCA | Southwest Airlines | 0 | 20:00 | 23:25 | 420.00


Here are the 16 flight plans:

DCA | FAT | AA | 1 (ORD) | 08:00 | 11:35 | 450.00
DCA | FAT | UA | 1 (DEN) | 09:30 | 13:05 | 520.00
DCA | FAT | DL | 1 (ATL) | 10:15 | 14:00 | 480.00
DCA | FAT | WN | 1 (MDW) | 11:00 | 14:45 | 400.00
DCA | FAT | AS | 1 (SEA) | 12:30 | 16:15 | 550.00
DCA | FAT | B6 | 1 (JFK) | 13:45 | 17:30 | 500.00
DCA | FAT | F9 | 1 (DEN) | 15:00 | 18:45 | 420.00
DCA | FAT | NK | 1 (ORD) | 16:15 | 20:00 | 380.00
FAT | DCA | AA | 1 (PHX) | 07:00 | 14:35 | 460.00
FAT | DCA | UA | 1 (SFO) | 08:30 | 16:05 | 540.00
FAT | DCA | DL | 1 (LAX) | 09:45 | 17:30 | 500.00
FAT | DCA | WN | 1 (LAS) | 11:00 | 18:45 | 440.00
FAT | DCA | AS | 1 (PDX) | 12:15 | 20:00 | 580.00
FAT | DCA | B6 | 1 (JFK) | 13:30 | 21:15 | 520.00
FAT | DCA | F9 | 1 (DEN) | 14:45 | 22:30 | 480.00
FAT | DCA | NK | 1 (ORD) | 16:00 | 23:45 | 400.00


Here are the 16 flight plans:

DCA | SGU | American Airlines | Non-stop | 08:00 | 11:15 | 425.00
DCA | SGU | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:45 | 475.00
DCA | SGU | United Airlines | Non-stop | 10:45 | 14:00 | 450.00
DCA | SGU | Southwest Airlines | 1 stop (DEN) | 12:00 | 16:15 | 525.00
DCA | SGU | Alaska Airlines | Non-stop | 13:15 | 16:30 | 480.00
DCA | SGU | JetBlue Airways | 1 stop (BOS) | 14:30 | 18:45 | 500.00
DCA | SGU | Spirit Airlines | 1 stop (FLL) | 15:45 | 20:00 | 550.00
DCA | SGU | Frontier Airlines | Non-stop | 17:00 | 20:15 | 495.00
SGU | DCA | American Airlines | Non-stop | 08:00 | 11:15 | 420.00
SGU | DCA | Delta Air Lines | 1 stop (LAX) | 09:30 | 13:45 | 490.00
SGU | DCA | United Airlines | Non-stop | 10:45 | 14:00 | 440.00
SGU | DCA | Southwest Airlines | 1 stop (PHX) | 12:00 | 16:15 | 515.00
SGU | DCA | Alaska Airlines | Non-stop | 13:15 | 16:30 | 460.00
SGU | DCA | JetBlue Airways | 1 stop (JFK) | 14:30 | 18:45 | 480.00
SGU | DCA | Spirit Airlines | 1 stop (TPA) | 15:45 | 20:00 | 530.00
SGU | DCA | Frontier Airlines | Non-stop | 17:00 | 20:15 | 505.00


Here are the 16 flight plans:

DCA | AMS | UA | 0 | 08:00 | 18:30 | 450.00
DCA | AMS | KL | 1 (CDG) | 09:15 | 19:45 | 520.00
DCA | AMS | AA | 0 | 10:30 | 21:00 | 480.00
DCA | AMS | DL | 1 (JFK) | 11:45 | 22:15 | 550.00
DCA | AMS | LH | 1 (FRA) | 13:00 | 23:30 | 580.00
DCA | AMS | BA | 0 | 14:15 | 00:45 | 500.00
DCA | AMS | VS | 1 (LHR) | 15:30 | 02:00 | 600.00
DCA | AMS | AF | 1 (CDG) | 16:45 | 03:15 | 620.00
AMS | DCA | KL | 0 | 09:00 | 11:30 | 420.00
AMS | DCA | UA | 1 (EWR) | 10:15 | 13:45 | 490.00
AMS | DCA | AA | 0 | 11:30 | 15:00 | 450.00
AMS | DCA | DL | 1 (ATL) | 12:45 | 17:15 | 520.00
AMS | DCA | LH | 1 (FRA) | 14:00 | 19:30 | 540.00
AMS | DCA | BA | 0 | 15:15 | 20:45 | 470.00
AMS | DCA | VS | 1 (LHR) | 16:30 | 22:00 | 590.00
AMS | DCA | AF | 1 (CDG) | 17:45 | 23:15 | 610.00


Here are the 16 flight plans:

DCA | AUA | American Airlines | 0 | 08:00 | 12:30 | 450.00
DCA | AUA | Delta Air Lines | 1 (MIA) | 09:15 | 14:45 | 520.00
DCA | AUA | United Airlines | 0 | 10:30 | 15:00 | 480.00
DCA | AUA | JetBlue Airways | 1 (FLL) | 11:45 | 17:15 | 550.00
DCA | AUA | Spirit Airlines | 1 (TPA) | 12:50 | 18:20 | 420.00
DCA | AUA | American Airlines | 0 | 14:00 | 18:30 | 500.00
DCA | AUA | Delta Air Lines | 1 (ATL) | 15:15 | 20:45 | 580.00
DCA | AUA | United Airlines | 0 | 16:30 | 21:00 | 510.00
AUA | DCA | American Airlines | 0 | 08:00 | 12:30 | 450.00
AUA | DCA | Delta Air Lines | 1 (MIA) | 09:15 | 14:45 | 520.00
AUA | DCA | United Airlines | 0 | 10:30 | 15:00 | 480.00
AUA | DCA | JetBlue Airways | 1 (FLL) | 11:45 | 17:15 | 550.00
AUA | DCA | Spirit Airlines | 1 (TPA) | 12:50 | 18:20 | 420.00
AUA | DCA | American Airlines | 0 | 14:00 | 18:30 | 500.00
AUA | DCA | Delta Air Lines | 1 (ATL) | 15:15 | 20:45 | 580.00
AUA | DCA | United Airlines | 0 | 16:30 | 21:00 | 510.00
AUA | DCA | JetBlue Airways | 1 (BOS) | 17:45 | 22:15 | 570.00


Here are the 16 flight plans:

DCA | ATH | UA | 1 (LHR) | 08:00 | 18:30 | 850.00
DCA | ATH | AA | 0 | 10:00 | 20:00 | 950.00
DCA | ATH | DL | 1 (CDG) | 12:00 | 22:30 | 1050.00
DCA | ATH | LH | 1 (FRA) | 14:00 | 00:30 | 1200.00
DCA | ATH | TK | 1 (IST) | 16:00 | 02:30 | 1100.00
DCA | ATH | BA | 1 (LHR) | 18:00 | 04:30 | 1000.00
DCA | ATH | AF | 1 (CDG) | 20:00 | 06:30 | 1150.00
DCA | ATH | KL | 1 (AMS) | 22:00 | 08:30 | 1250.00
ATH | DCA | UA | 1 (LHR) | 08:00 | 18:30 | 900.00
ATH | DCA | AA | 0 | 10:00 | 20:00 | 1000.00
ATH | DCA | DL | 1 (CDG) | 12:00 | 22:30 | 1100.00
ATH | DCA | LH | 1 (FRA) | 14:00 | 00:30 | 1300.00
ATH | DCA | TK | 1 (IST) | 16:00 | 02:30 | 1050.00
ATH | DCA | BA | 1 (LHR) | 18:00 | 04:30 | 950.00
ATH | DCA | AF | 1 (CDG) | 20:00 | 06:30 | 1200.00
ATH | DCA | KL | 1 (AMS) | 22:00 | 08:30 | 1350.00


Here are the 16 flight plans:

DCA | AKL | NZ | 1 (LAX) | 08:00 | 06:00 | 1250.00
DCA | AKL | UA | 2 (SFO, HNL) | 10:00 | 08:00 | 1500.00
DCA | AKL | AA | 1 (DFW) | 12:00 | 10:00 | 1200.00
DCA | AKL | QF | 2 (LAX, SYD) | 14:00 | 12:00 | 1800.00
DCA | AKL | DL | 1 (ATL) | 16:00 | 14:00 | 1300.00
DCA | AKL | VA | 2 (JFK, LAX) | 18:00 | 16:00 | 1600.00
DCA | AKL | HA | 1 (HNL) | 20:00 | 18:00 | 1400.00
DCA | AKL | CX | 2 (JFK, HKG) | 22:00 | 20:00 | 1900.00
AKL | DCA | NZ | 1 (LAX) | 08:00 | 06:00 | 1100.00
AKL | DCA | UA | 2 (HNL, SFO) | 10:00 | 08:00 | 1350.00
AKL | DCA | AA | 1 (DFW) | 12:00 | 10:00 | 1050.00
AKL | DCA | QF | 2 (SYD, LAX) | 14:00 | 12:00 | 1650.00
AKL | DCA | DL | 1 (ATL) | 16:00 | 14:00 | 1150.00
AKL | DCA | VA | 2 (LAX, JFK) | 18:00 | 16:00 | 1450.00
AKL | DCA | HA | 1 (HNL) | 20:00 | 18:00 | 1250.00
AKL | DCA | CX | 2 (HKG, JFK) | 22:00 | 20:00 | 1750.00


Here are the 16 flight plans:

DCA | DPS | UA | 1 (SFO) | 08:00 | 19:35 | 850.00
DCA | DPS | AA | 2 (ORD, NRT) | 10:15 | 22:40 | 1200.00
DCA | DPS | DL | 1 (LAX) | 12:30 | 01:05 | 900.00
DCA | DPS | WN | 2 (DEN, HNL) | 14:45 | 03:20 | 1000.00
DCA | DPS | AS | 1 (SEA) | 16:00 | 04:35 | 1100.00
DCA | DPS | F9 | 2 (MCO, LAX) | 18:15 | 06:00 | 950.00
DCA | DPS | B6 | 1 (JFK) | 20:30 | 07:05 | 1050.00
DCA | DPS | HA | 2 (BOS, HNL) | 22:45 | 09:30 | 1250.00

DPS | DCA | UA | 1 (SFO) | 01:00 | 12:35 | 900.00
DPS | DCA | AA | 2 (NRT, ORD) | 03:15 | 14:40 | 1300.00
DPS | DCA | DL | 1 (LAX) | 05:30 | 16:05 | 950.00
DPS | DCA | WN | 2 (HNL, DEN) | 07:45 | 18:20 | 1100.00
DPS | DCA | AS | 1 (SEA) | 10:00 | 20:35 | 1150.00
DPS | DCA | F9 | 2 (LAX, MCO) | 12:15 | 22:00 | 1000.00
DPS | DCA | B6 | 1 (JFK) | 14:30 | 00:05 | 1050.00
DPS | DCA | HA | 2 (HNL, BOS) | 16:45 | 02:30 | 1200.00


Here are the 16 flight plans:

DCA | BCN | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
DCA | BCN | Iberia | 0 | 10:00 | 20:00 | 1200.00
DCA | BCN | Lufthansa | 1 (FRA) | 12:00 | 22:00 | 950.00
DCA | BCN | United Airlines | 1 (EWR) | 14:00 | 00:00 | 800.00
DCA | BCN | Delta Air Lines | 0 | 16:00 | 02:00 | 1000.00
DCA | BCN | British Airways | 1 (LHR) | 18:00 | 04:00 | 1100.00
DCA | BCN | Air Europa | 0 | 20:00 | 06:00 | 900.00
DCA | BCN | Swiss International | 1 (ZRH) | 22:00 | 08:00 | 1050.00
BCN | DCA | American Airlines | 1 (JFK) | 08:00 | 18:00 | 850.00
BCN | DCA | Iberia | 0 | 10:00 | 20:00 | 1200.00
BCN | DCA | Lufthansa | 1 (MUC) | 12:00 | 22:00 | 950.00
BCN | DCA | United Airlines | 1 (ORD) | 14:00 | 00:00 | 800.00
BCN | DCA | Delta Air Lines | 0 | 16:00 | 02:00 | 1000.00
BCN | DCA | British Airways | 1 (LHR) | 18:00 | 04:00 | 1100.00
BCN | DCA | Air Europa | 0 | 20:00 | 06:00 | 900.00
BCN | DCA | Swiss International | 1 (GVA) | 22:00 | 08:00 | 1050.00


Here are the 16 flight plans:

DCA | PEK | UA | 1 (NRT) | 08:00 | 09:30 (+1) | 850.00
DCA | PEK | AA | 2 (ORD, HKG) | 10:30 | 12:15 (+1) | 1050.00
DCA | PEK | CA | 0 | 13:00 | 14:30 (+1) | 1200.00
DCA | PEK | JL | 1 (HND) | 15:30 | 17:00 (+1) | 1100.00
DCA | PEK | KE | 2 (ATL, ICN) | 18:00 | 20:30 (+1) | 1250.00
DCA | PEK | DL | 1 (DTW) | 20:30 | 22:00 (+1) | 1000.00
DCA | PEK | HU | 2 (LAX, CAN) | 22:00 | 00:30 (+1) | 1300.00
DCA | PEK | MU | 1 (PVG) | 23:30 | 01:00 (+1) | 1150.00
PEK | DCA | UA | 1 (SFO) | 08:00 | 07:30 | 900.00
PEK | DCA | AA | 2 (HKG, ORD) | 10:00 | 09:30 | 950.00
PEK | DCA | CA | 0 | 12:00 | 11:30 | 1100.00
PEK | DCA | JL | 1 (NRT) | 14:00 | 13:30 | 1050.00
PEK | DCA | KE | 2 (ICN, ATL) | 16:00 | 15:30 | 1200.00
PEK | DCA | DL | 1 (DTW) | 18:00 | 17:30 | 1000.00
PEK | DCA | HU | 2 (CAN, LAX) | 20:00 | 19:30 | 1250.00
PEK | DCA | MU | 1 (PVG) | 22:00 | 21:30 | 1150.00


Here are the 16 flight plans:

DCA | BER | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
DCA | BER | United | 0 | 10:30 | 20:00 | 600.00
DCA | BER | American | 1 (PHL) | 12:00 | 22:30 | 700.00
DCA | BER | Delta | 0 | 14:00 | 23:59 | 650.00
DCA | BER | Air Canada | 1 (YYZ) | 16:00 | 01:30 | 750.00
DCA | BER | Swiss | 1 (ZRH) | 18:00 | 03:00 | 900.00
DCA | BER | Austrian | 1 (VIE) | 20:00 | 04:30 | 800.00
DCA | BER | Turkish | 1 (IST) | 22:00 | 06:00 | 950.00
BER | DCA | Lufthansa | 1 (FRA) | 09:00 | 19:30 | 900.00
BER | DCA | United | 0 | 11:30 | 21:00 | 650.00
