

Here are the 16 flight plans:

LAX | ORD | American Airlines | Non-stop | 08:00 | 14:35 | 425.00
LAX | YYZ | American Airlines | Non-stop | 08:00 | 15:35 | 450.00
LAX | YYZ | WestJet | 1 stop (DEN) | 09:30 | 17:10 | 520.00
LAX | YYZ | Delta Air Lines | Non-stop | 10:15 | 17:50 | 480.00
LAX | YYZ | United Airlines | 1 stop (SFO) | 11:00 | 18:30 | 500.00
LAX | YYZ | Air Canada | Non-stop | 12:00 | 19:35 | 510.00
LAX | YYZ | Alaska Airlines | 1 stop (SEA) | 13:30 | 20:10 | 540.00
LAX | YYZ | JetBlue Airways | Non-stop | 14:45 | 21:20 | 530.00
LAX | YYZ | Spirit Airlines | 1 stop (LAS) | 16:00 | 22:30 | 560.00
YYZ | LAX | American Airlines | Non-stop | 08:30 | 10:10 | 420.00
YYZ | LAX | WestJet | 1 stop (YUL) | 09:45 | 11:25 | 490.00
YYZ | LAX | Delta Air Lines | Non-stop | 11:15 | 13:00 | 450.00
YYZ | LAX | United Airlines | 1 stop (ORD) | 12:30 | 14:10 | 470.00
YYZ | LAX | Air Canada | Non-stop | 13:45 | 15:25 | 480.00
YYZ | LAX | Alaska Airlines | 1 stop (PDX) | 15:00 | 16:40 | 510.00
YYZ | LAX | JetBlue Airways | Non-stop | 16:15 | 18:00 | 500.00
YYZ | LAX | Spirit Airlines | 1 stop (BOS) | 17:30 | 19:10 | 530.00


Here are the 16 flight plans:

LAX | YVR | WestJet | 0 | 08:00 | 11:05 | 245.00
LAX | YVR | Air Canada | 1 (SFO) | 09:30 | 13:15 | 320.00
LAX | YVR | United | 0 | 10:45 | 13:50 | 280.00
LAX | YVR | Delta | 1 (SEA) | 12:00 | 15:40 | 350.00
LAX | YVR | American | 0 | 14:15 | 17:20 | 300.00
LAX | YVR | Alaska | 1 (PDX) | 15:30 | 18:55 | 330.00
LAX | YVR | Spirit | 0 | 17:00 | 20:05 | 220.00
LAX | YVR | Sun Country | 1 (SJC) | 18:45 | 22:10 | 290.00
YVR | LAX | WestJet | 0 | 06:30 | 09:35 | 230.00
YVR | LAX | Air Canada | 1 (YYC) | 08:00 | 11:40 | 310.00
YVR | LAX | United | 0 | 09:45 | 13:00 | 260.00
YVR | LAX | Delta | 1 (PDX) | 11:15 | 14:45 | 340.00
YVR | LAX | American | 0 | 13:00 | 16:05 | 290.00
YVR | LAX | Alaska | 1 (SEA) | 14:30 | 17:55 | 360.00
YVR | LAX | Spirit | 0 | 16:15 | 19:20 | 240.00
YVR | LAX | Sun Country | 1 (SFO) | 18:00 | 21:25 | 300.00


Here are the 16 flight plans:

LAX | VIE | Austrian Airlines | 1 (FRA) | 10:30 | 06:55 | 850.00
LAX | VIE | Lufthansa | 1 (MUC) | 13:15 | 10:10 | 920.00
LAX | VIE | United Airlines | 1 (EWR) | 08:00 | 05:40 | 780.00
LAX | VIE | Turkish Airlines | 1 (IST) | 14:45 | 11:30 | 950.00
LAX | VIE | American Airlines | 1 (PHL) | 11:50 | 09:35 | 820.00
LAX | VIE | Delta Air Lines | 1 (AMS) | 09:20 | 07:05 | 900.00
LAX | VIE | Swiss International | 1 (ZRH) | 12:40 | 10:25 | 870.00
LAX | VIE | KLM Royal Dutch | 1 (AMS) | 15:10 | 12:00 | 940.00
VIE | LAX | Austrian Airlines | 1 (FRA) | 08:15 | 11:05 | 890.00
VIE | LAX | Lufthansa | 1 (MUC) | 10:50 | 14:40 | 960.00
VIE | LAX | United Airlines | 1 (EWR) | 09:30 | 13:20 | 840.00
VIE | LAX | Turkish Airlines | 1 (IST) | 12:00 | 15:50 | 1000.00
VIE | LAX | American Airlines | 1 (PHL) | 11:10 | 14:55 | 860.00
VIE | LAX | Delta Air Lines | 1 (AMS) | 13:40 | 17:25 | 930.00
VIE | LAX | Swiss International | 1 (ZRH) | 09:55 | 13:45 | 910.00
VIE | LAX | KLM Royal Dutch | 1 (AMS) | 14:20 | 18:10 | 980.00


Here are the 16 flight plans:

LAX | ZRH | Swiss | 1 (FRA) | 14:30 | 10:35 | 850.00
LAX | ZRH | Lufthansa | 1 (MUC) | 16:15 | 12:10 | 920.00
LAX | ZRH | American | 1 (PHL) | 18:00 | 14:05 | 780.00
LAX | ZRH | United | 1 (EWR) | 19:45 | 15:50 | 950.00
LAX | ZRH | Delta | 1 (AMS) | 21:10 | 17:15 | 900.00
LAX | ZRH | Air Canada | 1 (YYZ) | 22:40 | 18:45 | 820.00
LAX | ZRH | Austrian | 2 (VIE, FRA) | 09:00 | 19:30 | 1100.00
LAX | ZRH | Turkish | 2 (IST, MUC) | 10:30 | 21:00 | 1050.00

ZRH | LAX | Swiss | 1 (FRA) | 09:15 | 11:20 | 870.00
ZRH | LAX | Lufthansa | 1 (MUC) | 11:45 | 14:00 | 940.00
ZRH | LAX | United | 1 (EWR) | 13:20 | 16:25 | 980.00
ZRH | LAX | American | 1 (PHL) | 15:00 | 18:05 | 810.00
ZRH | LAX | Delta | 1 (AMS) | 16:40 | 19:45 | 930.00
ZRH | LAX | Air Canada | 1 (YYZ) | 18:15 | 21:20 | 850.00
ZRH | LAX | Austrian | 2 (VIE, FRA) | 08:00 | 18:30 | 1150.00
ZRH | LAX | Turkish | 2 (IST, MUC) | 09:30 | 20:00 | 1080.00
