

ORD | IAH | United | 0 | 08:00 | 11:15 | 250.00
LIM | ORD | Delta Air Lines | 1 (ATL) | 19:00 | 03:20 | 860.00
LIM | ORD | Copa Airlines | 1 (PTY) | 21:25 | 05:45 | 810.00
LIM | ORD | Spirit Airlines | 1 (FLL) | 23:50 | 07:10 | 790.00
LIM | ORD | Aeromexico | 1 (MEX) | 01:15 | 08:35 | 930.00


Here are the 16 flight plans:

ORD | LHR | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
ORD | LHR | British Airways | Non-stop | 10:00 | 20:30 | 900.00
ORD | LHR | United Airlines | 1 stop (EWR) | 12:00 | 22:30 | 700.00
ORD | LHR | Lufthansa | 1 stop (FRA) | 14:00 | 00:30 | 800.00
ORD | LHR | Delta Air Lines | Non-stop | 16:00 | 02:30 | 950.00
ORD | LHR | Air France | 1 stop (CDG) | 18:00 | 04:30 | 750.00
ORD | LHR | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 06:30 | 800.00
ORD | LHR | Iberia | 1 stop (MAD) | 22:00 | 08:30 | 850.00

LHR | ORD | American Airlines | Non-stop | 09:00 | 11:30 | 900.00
LHR | ORD | British Airways | Non-stop | 11:00 | 13:30 | 950.00
LHR | ORD | United Airlines | 1 stop (EWR) | 13:00 | 16:30 | 750.00
LHR | ORD | Lufthansa | 1 stop (FRA) | 15:00 | 18:30 | 800.00
LHR | ORD | Delta Air Lines | Non-stop | 17:00 | 20:30 | 1000.00
LHR | ORD | Air France | 1 stop (CDG) | 19:00 | 22:30 | 850.00
LHR | ORD | KLM Royal Dutch | 1 stop (AMS) | 21:00 | 00:30 | 900.00
LHR | ORD | Iberia | 1 stop (MAD) | 23:00 | 02:30 | 950.00


ORD | MAD | American Airlines | Non-stop | 08:00 | 16:30 | 850.00
ORD | MAD | Iberia | Non-stop | 10:30 | 19:00 | 900.00
ORD | MAD | United Airlines | 1 stop (EWR) | 12:00 | 20:30 | 750.00
ORD | MAD | Lufthansa | 1 stop (FRA) | 14:00 | 22:30 | 800.00
ORD | MAD | Delta Air Lines | Non-stop | 16:00 | 00:30 | 950.00
ORD | MAD | Swiss International | 1 stop (ZRH) | 18:00 | 02:30 | 820.00
ORD | MAD | British Airways | 1 stop (LHR) | 20:00 | 04:30 | 880.00
ORD | MAD | Air Europa | Non-stop | 22:00 | 06:30 | 920.00
MAD | ORD | Iberia | Non-stop | 09:00 | 11:30 | 800.00
MAD | ORD | American Airlines | Non-stop | 11:30 | 14:00 | 850.00
MAD | ORD | United Airlines | 1 stop (EWR) | 13:30 | 16:30 | 700.00
MAD | ORD | Lufthansa | 1 stop (FRA) | 15:30 | 18:30 | 750.00
MAD | ORD | Delta Air Lines | Non-stop | 17:30 | 20:00 | 900.00
MAD | ORD | Swiss International | 1 stop (ZRH) | 19:30 | 22:30 | 780.00
MAD | ORD | British Airways | 1 stop (LHR) | 21:30 | 00:30 | 840.00
MAD | ORD | Air Europa | Non-stop | 23:30 | 02:00 | 930.00


ORD | MEX | American Airlines | 0 | 08:00 | 11:30 | 450.00
ORD | MEX | United Airlines | 1 (IAH) | 09:30 | 13:15 | 520.00
ORD | MEX | Aeromexico | 0 | 10:45 | 14:15 | 480.00
ORD | MEX | Delta Air Lines | 1 (ATL) | 11:15 | 15:45 | 550.00
ORD | MEX | Spirit Airlines | 1 (FLL) | 12:30 | 17:00 | 420.00
ORD | MEX | Frontier Airlines | 0 | 13:15 | 16:45 | 400.00
ORD | MEX | Southwest Airlines | 1 (HOU) | 14:00 | 18:30 | 500.00
ORD | MEX | VivaAerobus | 0 | 15:30 | 19:00 | 380.00
MEX | ORD | Aeromexico | 0 | 08:30 | 12:00 | 420.00
MEX | ORD | American Airlines | 1 (DFW) | 09:00 | 13:30 | 480.00
MEX | ORD | United Airlines | 0 | 10:15 | 14:45 | 450.00
MEX | ORD | Delta Air Lines | 1 (LAX) | 11:30 | 16:00 | 520.00
MEX | ORD | VivaAerobus | 0 | 12:45 | 16:15 | 380.00
MEX | ORD | Spirit Airlines | 1 (LAS) | 13:15 | 17:45 | 400.00
MEX | ORD | Frontier Airlines | 0 | 14:30 | 18:00 | 420.00
MEX | ORD | Southwest Airlines | 1 (DAL) | 15:00 | 19:30 | 500.00


ORD | MBJ | American Airlines | 1 (MIA) | 08:00 | 12:45 | 542.50
ORD | MBJ | Delta Air Lines | 0 | 09:30 | 14:15 | 625.00
ORD | MBJ | United Airlines | 1 (EWR) | 10:15 | 15:50 | 582.00
ORD | MBJ | JetBlue Airways | 0 | 11:00 | 16:40 | 550.00
ORD | MBJ | Spirit Airlines | 1 (FLL) | 12:30 | 18:05 | 498.00
ORD | MBJ | Frontier Airlines | 0 | 13:45 | 19:20 | 520.00
ORD | MBJ | Alaska Airlines | 1 (SFO) | 15:00 | 21:30 | 612.50
ORD | MBJ | Southwest Airlines | 0 | 16:15 | 22:50 | 595.00
MBJ | ORD | American Airlines | 1 (CLT) | 08:30 | 14:10 | 562.00
MBJ | ORD | Delta Air Lines | 0 | 09:45 | 15:25 | 642.50
MBJ | ORD | United Airlines | 1 (IAH) | 11:00 | 16:35 | 608.00
MBJ | ORD | JetBlue Airways | 0 | 12:15 | 17:50 | 575.00
MBJ | ORD | Spirit Airlines | 1 (TPA) | 13:30 | 19:05 | 528.00
MBJ | ORD | Frontier Airlines | 0 | 14:45 | 20:20 | 552.50
MBJ | ORD | Alaska Airlines | 1 (LAX) | 16:00 | 22:35 | 632.00
MBJ | ORD | Southwest Airlines | 0 | 17:15 | 23:50 | 618.50


ORD | YUL | American Airlines | Non-stop | 08:00 | 11:15 | 420.00
ORD | YUL | United Airlines | 1 stop (YYZ) | 09:30 | 13:45 | 450.00
ORD | YUL | Delta Air Lines | Non-stop | 11:00 | 14:20 | 480.00
ORD | YUL | Air Canada | 1 stop (YYC) | 12:45 | 17:00 | 520.00
ORD | YUL | WestJet | 1 stop (YYZ) | 14:15 | 18:30 | 500.00
ORD | YUL | American Airlines | Non-stop | 16:00 | 19:20 | 460.00
ORD | YUL | United Airlines | 1 stop (EWR) | 17:30 | 21:45 | 490.00
ORD | YUL | Delta Air Lines | Non-stop | 19:00 | 22:20 | 510.00
YUL | ORD | Air Canada | Non-stop | 08:00 | 09:35 | 400.00
YUL | ORD | WestJet | 1 stop (YYZ) | 09:30 | 12:45 | 430.00
YUL | ORD | American Airlines | Non-stop | 11:00 | 12:35 | 450.00
YUL | ORD | United Airlines | 1 stop (EWR) | 12:45 | 16:00 | 470.00
YUL | ORD | Delta Air Lines | Non-stop | 14:00 | 15:35 | 490.00
YUL | ORD | Air Canada | 1 stop (YYC) | 15:30 | 19:45 | 520.00
YUL | ORD | WestJet | 1 stop (YYZ) | 17:00 | 20:15 | 500.00
YUL | ORD | American Airlines | Non-stop | 18:30 | 20:05 | 460.00
YUL | ORD | United Airlines | 1 stop (IAD) | 20:00 | 23:15 | 480.00


Here are the 16 flight plans:

ORD | BOM | American Airlines | 1 (LHR) | 14:30 | 04:15 | 850.00
ORD | BOM | United Airlines | 2 (EWR, FRA) | 10:00 | 06:00 | 950.00
ORD | BOM | Lufthansa | 1 (FRA) | 16:00 | 06:00 | 1000.00
ORD | BOM | Emirates | 1 (DXB) | 20:00 | 10:00 | 1100.00
ORD | BOM | Qatar Airways | 1 (DOH) | 18:00 | 08:00 | 1050.00
ORD | BOM | Turkish Airlines | 1 (IST) | 12:00 | 04:00 | 900.00
ORD | BOM | British Airways | 1 (LHR) | 14:00 | 04:30 | 1000.00
ORD | BOM | Singapore Airlines | 1 (SIN) | 22:00 | 12:00 | 1150.00

BOM | ORD | Air India | 1 (DEL) | 02:00 | 14:00 | 800.00
BOM | ORD | United Airlines | 2 (FRA, EWR) | 04:00 | 18:00 | 900.00
BOM | ORD | Lufthansa | 1 (FRA) | 06:00 | 18:00 | 950.00
BOM | ORD | Emirates | 1 (DXB) | 10:00 | 22:00 | 1000.00
BOM | ORD | Qatar Airways | 1 (DOH) | 08:00 | 20:00 | 950.00
BOM | ORD | Turkish Airlines | 1 (IST) | 12:00 | 02:00 | 850.00
BOM | ORD | British Airways | 1 (LHR) | 14:00 | 04:00 | 1000.00
BOM | ORD | Singapore Airlines | 1 (SIN) | 16:00 | 06:00 | 1050.00


ORD | OSL | Norwegian | 0 | 08:00 | 16:30 | 450.00
ORD | OSL | Lufthansa | 1 (FRA) | 10:30 | 19:45 | 620.00
ORD | OSL | American | 2 (PHL, LHR) | 12:45 | 22:10 | 850.00
ORD | OSL | SAS | 0 | 14:15 | 22:45 | 580.00
ORD | OSL | United | 1 (EWR) | 16:00 | 00:30 | 700.00
ORD | OSL | Delta | 2 (ATL, AMS) | 17:30 | 02:50 | 920.00
ORD | OSL | KLM | 1 (AMS) | 19:00 | 03:20 | 750.00
ORD | OSL | Icelandair | 1 (KEF) | 20:30 | 04:50 | 800.00
OSL | ORD | Norwegian | 0 | 08:30 | 10:50 | 480.00
OSL | ORD | Lufthansa | 1 (FRA) | 10:00 | 14:20 | 680.00
OSL | ORD | American | 2 (LHR, PHL) | 11:45 | 18:10 | 900.00
OSL | ORD | SAS | 0 | 13:15 | 17:35 | 610.00
OSL | ORD | United | 1 (EWR) | 14:30 | 20:50 | 780.00
OSL | ORD | Delta | 2 (AMS, ATL) | 16:00 | 23:20 | 980.00
OSL | ORD | KLM | 1 (AMS) | 17:30 | 00:50 | 820.00
OSL | ORD | Icelandair | 1 (KEF) | 19:00 | 02:20 | 870.00


ORD | PTY | AA | 0 | 08:00 | 14:30 | 450.00
ORD | PTY | UA | 1 (MIA) | 09:15 | 16:45 | 520.00
ORD | PTY | DL | 0 | 10:30 | 17:00 | 480.00
ORD | PTY | WN | 1 (FLL) | 11:45 | 19:15 | 550.00
ORD | PTY | AV | 0 | 13:00 | 19:30 | 500.00
ORD | PTY | LA | 1 (LIM) | 14:15 | 21:45 | 580.00
ORD | PTY | CM | 0 | 15:30 | 22:00 | 530.00
ORD | PTY | B6 | 1 (JFK) | 16:45 | 00:15 | 610.00
PTY | ORD | AA | 0 | 08:30 | 14:00 | 420.00
PTY | ORD | UA | 1 (EWR) | 09:45 | 16:15 | 490.00
PTY | ORD | DL | 0 | 11:00 | 17:30 | 450.00
PTY | ORD | WN | 1 (TPA) | 12:15 | 19:45 | 520.00
PTY | ORD | AV | 0 | 13:30 | 20:00 | 480.00
PTY | ORD | LA | 1 (BOG) | 14:45 | 22:15 | 560.00
PTY | ORD | CM | 0 | 16:00 | 23:30 | 510.00
PTY | ORD | B6 | 1 (MCO) | 17:15 | 01:45 | 590.00


Here are the 16 flight plans:

ORD | CDG | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
ORD | CDG | Lufthansa | 1 stop (FRA) | 09:15 | 19:45 | 720.00
ORD | CDG | United Airlines | Non-stop | 10:30 | 20:00 | 900.00
ORD | CDG | Delta Air Lines | 1 stop (AMS) | 11:45 | 22:15 | 780.00
ORD | CDG | Air France | Non-stop | 13:00 | 22:30 | 950.00
ORD | CDG | KLM Royal Dutch | 1 stop (AMS) | 14:15 | 23:45 | 820.00
ORD | CDG | Swiss International | 1 stop (ZRH) | 15:30 | 00:45 | 890.00
ORD | CDG | Turkish Airlines | 1 stop (IST) | 16:45 | 02:15 | 860.00
CDG | ORD | Air France | Non-stop | 08:00 | 10:30 | 980.00
CDG | ORD | United Airlines | Non-stop | 09:30 | 12:00 | 920.00
CDG | ORD | Lufthansa | 1 stop (FRA) | 11:00 | 14:30 | 820.00
CDG | ORD | American Airlines | Non-stop | 12:30 | 15:00 | 940.00
CDG | ORD | Delta Air Lines | 1 stop (AMS) | 13:45 | 17:15 | 860.00
CDG | ORD | KLM Royal Dutch | 1 stop (AMS) | 15:00 | 18:30 | 900.00
CDG | ORD | Swiss International | 1 stop (ZRH) | 16:15 | 20:45 | 960.00
CDG | ORD | Turkish Airlines | 1 stop (IST) | 17:30 | 22:00 | 940.00


Here are the 16 flight plans:

ORD | HKT | UA | 1 (NRT) | 10:00 | 06:30 | 850.00
ORD | HKT | AA | 2 (DFW, HKG) | 14:00 | 10:15 | 1200.00
ORD | HKT | JL | 1 (NRT) | 16:30 | 12:45 | 900.00
ORD | HKT | CX | 1 (HKG) | 18:00 | 14:30 | 1000.00
ORD | HKT | SQ | 2 (SIN, BKK) | 20:00 | 16:45 | 1400.00
ORD | HKT | TG | 1 (BKK) | 21:30 | 18:15 | 1100.00
ORD | HKT | KE | 2 (ICN, BKK) | 22:00 | 19:30 | 1300.00
ORD | HKT | MH | 1 (KUL) | 23:00 | 20:45 | 1050.00

HKT | ORD | UA | 1 (NRT) | 08:00 | 18:30 | 900.00
HKT | ORD | AA | 2 (HKG, DFW) | 10:00 | 20:45 | 1300.00
HKT | ORD | JL | 1 (NRT) | 12:00 | 22:30 | 950.00
HKT | ORD | CX | 1 (HKG) | 14:00 | 00:30 | 1050.00
HKT | ORD | SQ | 2 (BKK, SIN) | 16:00 | 02:45 | 1450.00
HKT | ORD | TG | 1 (BKK) | 17:30 | 04:15 | 1150.00
HKT | ORD | KE | 2 (BKK, ICN) | 19:00 | 06:30 | 1350.00
HKT | ORD | MH | 1 (KUL) | 20:30 | 08:15 | 1100.00


ORD | PRG | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
ORD | PRG | Lufthansa | 1 stop (FRA) | 09:30 | 20:15 | 950.00
ORD | PRG | United Airlines | Non-stop | 10:45 | 21:00 | 900.00
ORD | PRG | Delta Air Lines | 1 stop (AMS) | 12:00 | 22:45 | 1050.00
ORD | PRG | KLM Royal Dutch | 1 stop (AMS) | 13:15 | 23:30 | 1000.00
ORD | PRG | Air France | 1 stop (CDG) | 14:30 | 00:15 | 1100.00
ORD | PRG | Turkish Airlines | 1 stop (IST) | 15:45 | 01:00 | 1200.00
ORD | PRG | Swiss International | 1 stop (ZRH) | 17:00 | 02:30 | 1150.00
PRG | ORD | Czech Airlines | Non-stop | 06:00 | 09:30 | 800.00
PRG | ORD | American Airlines | 1 stop (PHL) | 07:30 | 11:45 | 900.00
PRG | ORD | Lufthansa | 1 stop (FRA) | 09:00 | 13:15 | 950.00
PRG | ORD | United Airlines | Non-stop | 10:30 | 14:45 | 850.00
PRG | ORD | Delta Air Lines | 1 stop (AMS) | 12:00 | 16:15 | 1000.00
PRG | ORD | KLM Royal Dutch | 1 stop (AMS) | 13:30 | 17:45 | 950.00
PRG | ORD | Air France | 1 stop (CDG) | 15:00 | 19:15 | 1050.00
PRG | ORD | Turkish Airlines | 1 stop (IST) | 16:30 | 21:00 | 1150.00


Here are the 16 flight plans:

ORD | KEF | UA | 0 | 08:00 | 18:30 | 450.00
ORD | KEF | AA | 1 (DFW) | 09:30 | 20:45 | 520.00
ORD | KEF | BA | 0 | 10:15 | 20:50 | 480.00
ORD | KEF | LH | 1 (FRA) | 11:00 | 22:20 | 550.00
ORD | KEF | DL | 0 | 12:30 | 23:00 | 500.00
ORD | KEF | WN | 1 (BWI) | 13:45 | 00:15 | 530.00
ORD | KEF | AC | 0 | 15:00 | 01:30 | 490.00
ORD | KEF | SK | 1 (CPH) | 16:15 | 02:40 | 560.00
KEF | ORD | UA | 0 | 08:00 | 10:30 | 420.00
KEF | ORD | AA | 1 (JFK) | 09:30 | 12:45 | 490.00
KEF | ORD | BA | 0 | 10:15 | 13:50 | 450.00
KEF | ORD | LH | 1 (FRA) | 11:00 | 15:20 | 510.00
KEF | ORD | DL | 0 | 12:30 | 16:00 | 480.00
KEF | ORD | WN | 1 (BWI) | 13:45 | 18:15 | 500.00
KEF | ORD | AC | 0 | 15:00 | 19:30 | 460.00
KEF | ORD | SK | 1 (CPH) | 16:15 | 21:40 | 530.00


Here are the 16 flight plans:

ORD | GIG | AA | 1 (DFW) | 08:00 | 18:30 | 850.00
ORD | GIG | UA | 0 | 10:30 | 20:00 | 950.00
ORD | GIG | DL | 1 (ATL) | 12:00 | 22:30 | 800.00
ORD | GIG | LATAM | 1 (SCL) | 14:00 | 01:30 | 1000.00
ORD | GIG | AV | 2 (BOG, LIM) | 16:00 | 04:30 | 1200.00
ORD | GIG | Copa | 1 (PTY) | 18:00 | 06:30 | 1100.00
ORD | GIG | AA | 0 | 20:00 | 08:00 | 1050.00
ORD | GIG | UA | 1 (EWR) | 22:00 | 10:30 | 900.00

GIG | ORD | LATAM | 1 (SCL) | 08:00 | 18:30 | 1000.00
GIG | ORD | AV | 1 (BOG) | 10:30 | 21:00 | 1100.00
GIG | ORD | Copa | 1 (PTY) | 12:00 | 22:30 | 1050.00
GIG | ORD | AA | 0 | 14:00 | 00:30 | 950.00
GIG | ORD | UA | 1 (EWR) | 16:00 | 02:30 | 900.00
GIG | ORD | DL | 1 (ATL) | 18:00 | 04:30 | 850.00
GIG | ORD | LATAM | 2 (LIM, SCL) | 20:00 | 06:30 | 1200.00
GIG | ORD | AV | 0 | 22:00 | 08:00 | 1000.00


Here are the 16 flight plans:

ORD | FCO | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
ORD | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 900.00
ORD | FCO | United Airlines | 0 | 12:00 | 16:00 | 700.00
ORD | FCO | Delta Air Lines | 1 (CDG) | 14:00 | 22:20 | 950.00
ORD | FCO | British Airways | 1 (LHR) | 16:00 | 23:30 | 1000.00
ORD | FCO | Swiss International | 1 (ZRH) | 18:00 | 00:30 | 1100.00
ORD | FCO | Alitalia | 0 | 20:00 | 02:00 | 800.00
ORD | FCO | KLM Royal Dutch | 1 (AMS) | 22:00 | 04:30 | 1050.00

FCO | ORD | American Airlines | 1 (LHR) | 09:00 | 13:30 | 850.00
FCO | ORD | Lufthansa | 1 (FRA) | 11:30 | 16:50 | 900.00
FCO | ORD | United Airlines | 0 | 13:00 | 17:00 | 700.00
FCO | ORD | Delta Air Lines | 1 (CDG) | 15:00 | 19:20 | 950.00
FCO | ORD | British Airways | 1 (LHR) | 17:00 | 20:30 | 1000.00
FCO | ORD | Swiss International | 1 (ZRH) | 19:00 | 22:30 | 1100.00
FCO | ORD | Alitalia | 0 | 21:00 | 01:00 | 800.00
FCO | ORD | KLM Royal Dutch | 1 (AMS) | 23:00 | 03:30 | 1050.00


ORD | SCL | American Airlines | 1 (DFW) | 08:00 | 22:30 | 850.00
ORD | SCL | United Airlines | 2 (IAH, LIM) | 10:30 | 02:45 | 1050.00
ORD | SCL | LATAM | 0 | 14:00 | 04:00 | 1200.00
ORD | SCL | Delta Air Lines | 1 (ATL) | 16:00 | 06:30 | 1100.00
ORD | SCL | Avianca | 2 (BOG, LIM) | 18:00 | 08:15 | 1000.00
ORD | SCL | Copa Airlines | 1 (PTY) | 20:00 | 10:30 | 900.00
ORD | SCL | Aeromexico | 2 (MEX, LIM) | 22:00 | 12:45 | 950.00
ORD | SCL | Qantas | 1 (DFW) | 00:30 | 14:00 | 1300.00
SCL | ORD | LATAM | 0 | 09:00 | 19:00 | 1200.00
SCL | ORD | American Airlines | 1 (DFW) | 11:30 | 21:30 | 850.00
SCL | ORD | United Airlines | 2 (LIM, IAH) | 14:00 | 02:45 | 1050.00
SCL | ORD | Delta Air Lines | 1 (ATL) | 16:30 | 06:30 | 1100.00
SCL | ORD | Avianca | 2 (LIM, BOG) | 18:30 | 08:15 | 1000.00
SCL | ORD | Copa Airlines | 1 (PTY) | 20:30 | 10:30 | 900.00
SCL | ORD | Aeromexico | 2 (LIM, MEX) | 22:30 | 12:45 | 950.00
SCL | ORD | Qantas | 1 (DFW) | 00:00 | 14:00 | 1300.00


ORD | ICN | American Airlines | Non-stop | 08:30 | 20:15 | 850.00
ORD | ICN | Korean Air | Non-stop | 13:45 | 16:30 | 950.00
ORD | ICN | United Airlines | 1 stop (NRT) | 09:00 | 21:40 | 720.00
ORD | ICN | Delta Air Lines | 1 stop (PDX) | 11:15 | 23:50 | 780.00
ORD | ICN | Japan Airlines | 2 stops (NRT, HKG) | 10:30 | 02:20 | 620.00
ORD | ICN | Asiana Airlines | Non-stop | 14:50 | 17:35 | 900.00
ORD | ICN | China Eastern | 1 stop (PVG) | 12:00 | 01:10 | 650.00
ORD | ICN | ANA | 1 stop (HND) | 15:20 | 19:05 | 820.00
ICN | ORD | Korean Air | Non-stop | 09:00 | 06:50 | 920.00
ICN | ORD | American Airlines | Non-stop | 11:30 | 09:20 | 870.00
ICN | ORD | United Airlines | 1 stop (SFO) | 13:45 | 12:30 | 740.00
ICN | ORD | Delta Air Lines | 1 stop (LAX) | 15:50 | 14:40 | 800.00
ICN | ORD | Japan Airlines | 2 stops (HKG, NRT) | 10:15 | 09:00 | 680.00
ICN | ORD | Asiana Airlines | Non-stop | 17:10 | 15:00 | 940.00
ICN | ORD | China Eastern | 1 stop (PVG) | 12:30 | 11:20 | 710.00
ICN | ORD | ANA | 1 stop (HND) | 14:00 | 12:50 | 860.00


Here are the 16 flight plans:

ORD | PVG | UA | 1 (NRT) | 13:45 | 17:30 | 850.00
ORD | PVG | AA | 2 (DFW, HKG) | 08:15 | 12:00 | 1200.00
ORD | PVG | CA | 0 | 21:00 | 02:30 | 950.00
ORD | PVG | DL | 1 (ICN) | 15:30 | 19:15 | 1000.00
ORD | PVG | JL | 1 (NRT) | 09:00 | 13:45 | 1100.00
ORD | PVG | MU | 2 (PEK, HKG) | 12:00 | 16:45 | 1300.00
ORD | PVG | UA | 1 (SFO) | 18:00 | 22:45 | 900.00
ORD | PVG | HU | 2 (PEK, CAN) | 14:30 | 19:15 | 1400.00
PVG | ORD | UA | 1 (NRT) | 09:30 | 07:15 | 950.00
PVG | ORD | AA | 2 (HKG, DFW) | 13:00 | 10:45 | 1300.00
PVG | ORD | CA | 0 | 16:30 | 14:15 | 1050.00
PVG | ORD | DL | 1 (ICN) | 20:00 | 16:45 | 1200.00
PVG | ORD | JL | 1 (NRT) | 11:15 | 09:00 | 1250.00
PVG | ORD | MU | 2 (HKG, PEK) | 15:45 | 12:30 | 1450.00
PVG | ORD | UA | 1 (SFO) | 22:15 | 18:00 | 1100.00
PVG | ORD | HU | 2 (CAN, PEK) | 19:00 | 15:45 | 1500.00


ORD | SIN | UA | 1 (NRT) | 13:45 | 18:20 | 850.00
ORD | SIN | SQ | 0 | 15:10 | 06:05 | 1100.00
ORD | SIN | AA | 2 (DFW, HKG) | 08:30 | 11:50 | 1200.00
ORD | SIN | JL | 1 (HND) | 11:15 | 14:40 | 900.00
ORD | SIN | CX | 1 (HKG) | 14:00 | 17:25 | 1000.00
ORD | SIN | LH | 2 (FRA, BKK) | 09:45 | 13:10 | 1300.00
ORD | SIN | QR | 1 (DOH) | 16:20 | 19:45 | 1050.00
ORD | SIN | EK | 1 (DXB) | 12:50 | 16:15 | 950.00
SIN | ORD | UA | 1 (HKG) | 09:00 | 10:35 | 800.00
SIN | ORD | SQ | 0 | 11:30 | 13:05 | 1000.00
SIN | ORD | AA | 2 (NRT, LAX) | 14:45 | 18:10 | 1150.00
SIN | ORD | JL | 1 (NRT) | 08:15 | 09:50 | 850.00
SIN | ORD | CX | 1 (HKG) | 16:10 | 17:45 | 950.00
SIN | ORD | LH | 2 (FRA, JFK) | 10:30 | 13:55 | 1250.00
SIN | ORD | QR | 1 (DOH) | 13:40 | 15:15 | 1020.00
SIN | ORD | EK | 1 (DXB) | 09:50 | 11:25 | 920.00


ORD | SPU | AA | 0 | 08:00 | 11:30 | 450.00
ORD | SPU | UA | 1 (FRA) | 10:00 | 16:45 | 520.00
ORD | SPU | DL | 0 | 12:00 | 15:30 | 480.00
ORD | SPU | WN | 1 (MDW) | 14:00 | 18:15 | 400.00
ORD | SPU | LH | 1 (MUC) | 16:00 | 22:30 | 600.00
ORD | SPU | BA | 1 (LHR) | 18:00 | 00:45 | 650.00
ORD | SPU | KL | 1 (AMS) | 20:00 | 02:45 | 580.00
ORD | SPU | AF | 1 (CDG) | 22:00 | 04:45 | 620.00
SPU | ORD | AA | 0 | 08:30 | 10:00 | 420.00
SPU | ORD | UA | 1 (FRA) | 11:00 | 15:45 | 500.00
SPU | ORD | DL | 0 | 13:30 | 15:00 | 460.00
SPU | ORD | WN | 1 (MDW) | 15:30 | 18:45 | 380.00
SPU | ORD | LH | 1 (MUC) | 17:30 | 22:00 | 580.00
SPU | ORD | BA | 1 (LHR) | 19:30 | 01:15 | 630.00
SPU | ORD | KL | 1 (AMS) | 21:30 | 03:15 | 590.00
SPU | ORD | AF | 1 (CDG) | 23:30 | 05:15 | 610.00


ORD | ARN | SAS | 0 | 08:00 | 16:30 | 450.00
ORD | ARN | AA | 1 (LHR) | 10:30 | 19:15 | 520.00
ORD | ARN | UA | 0 | 12:00 | 20:45 | 480.00
ORD | ARN | DL | 1 (CDG) | 14:00 | 22:30 | 550.00
ORD | ARN | LH | 0 | 16:00 | 00:15 | 500.00
ORD | ARN | BA | 1 (LON) | 18:00 | 02:45 | 580.00
ORD | ARN | KL | 0 | 20:00 | 04:15 | 520.00
ORD | ARN | TK | 1 (IST) | 22:00 | 06:45 | 600.00
ARN | ORD | SAS | 0 | 08:30 | 10:45 | 420.00
ARN | ORD | AA | 1 (JFK) | 11:00 | 14:15 | 500.00
ARN | ORD | UA | 0 | 13:30 | 16:45 | 450.00
ARN | ORD | DL | 1 (AMS) | 15:30 | 19:15 | 530.00
ARN | ORD | LH | 0 | 17:30 | 20:45 | 480.00
ARN | ORD | BA | 1 (LHR) | 19:30 | 23:15 | 560.00
ARN | ORD | KL | 0 | 21:30 | 00:45 | 500.00
ARN | ORD | TK | 1 (IST) | 23:30 | 03:15 | 620.00


ORD | SYD | Qantas | 1 (LAX) | 08:00 | 06:00 | 950.00
ORD | SYD | American Airlines | 2 (DFW, HNL) | 10:00 | 09:00 | 1200.00
ORD | SYD | United | 1 (SFO) | 12:00 | 10:00 | 1100.00
ORD | SYD | Delta | 2 (ATL, NRT) | 14:00 | 12:00 | 1300.00
ORD | SYD | Emirates | 1 (DXB) | 16:00 | 14:00 | 1400.00
ORD | SYD | Lufthansa | 2 (FRA, SIN) | 18:00 | 16:00 | 1500.00
ORD | SYD | Singapore Airlines | 1 (SIN) | 20:00 | 18:00 | 1600.00
ORD | SYD | Japan Airlines | 2 (NRT, HKG) | 22:00 | 20:00 | 1700.00
SYD | ORD | Qantas | 1 (LAX) | 08:00 | 06:00 | 1000.00
SYD | ORD | American Airlines | 2 (HNL, DFW) | 10:00 | 09:00 | 1100.00
SYD | ORD | United | 1 (SFO) | 12:00 | 10:00 | 900.00
SYD | ORD | Delta | 2 (NRT, ATL) | 14:00 | 12:00 | 1200.00
SYD | ORD | Emirates | 1 (DXB) | 16:00 | 14:00 | 1300.00
SYD | ORD | Lufthansa | 2 (SIN, FRA) | 18:00 | 16:00 | 1400.00
SYD | ORD | Singapore Airlines | 1 (SIN) | 20:00 | 18:00 | 1500.00
SYD | ORD | Japan Airlines | 2 (HKG, NRT) | 22:00 | 20:00 | 1600.00


Here are the 16 flight plans:

ORD | NRT | AA | 1 (HNL) | 08:00 | 20:30 | 850.00
ORD | NRT | UA | 0 | 10:30 | 22:45 | 950.00
ORD | NRT | JL | 1 (LAX) | 12:00 | 00:30 | 1050.00
ORD | NRT | NH | 0 | 14:00 | 02:15 | 1200.00
ORD | NRT | ANA | 1 (SFO) | 16:00 | 04:30 | 1150.00
ORD | NRT | DL | 1 (SEA) | 18:00 | 06:45 | 1000.00
ORD | NRT | AC | 0 | 20:00 | 08:15 | 1100.00
ORD | NRT | HA | 1 (HNL) | 22:00 | 10:30 | 1250.00

NRT | ORD | JL | 1 (LAX) | 08:00 | 18:30 | 900.00
NRT | ORD | UA | 0 | 10:30 | 20:45 | 1050.00
NRT | ORD | NH | 1 (SFO) | 12:00 | 22:30 | 1150.00
