

Here are the 16 flight plans:

JFK | LAX | American Airlines | Non-stop | 08:00 | 11:30 | 425.00
EDI | JFK | Air France | 1 (CDG) | 19:00 | 21:30 | 790.00
EDI | JFK | KLM Royal Dutch | 1 (AMS) | 21:00 | 23:30 | 810.00
EDI | JFK | Iberia | 1 (MAD) | 23:00 | 01:30 | 840.00


Here are the 16 flight plans:

JFK | HAN | Vietnam Airlines | Non-stop | 09:00 | 10:35 | 850.00
JFK | HAN | American Airlines | 1 stop (NRT) | 11:15 | 14:50 | 1200.00
JFK | HAN | Japan Airlines | 1 stop (HND) | 12:30 | 16:05 | 1100.00
JFK | HAN | China Eastern | 2 stops (PVG, KMG) | 13:45 | 20:20 | 900.00
JFK | HAN | Korean Air | 1 stop (ICN) | 14:50 | 18:25 | 1000.00
JFK | HAN | Cathay Pacific | 1 stop (HKG) | 16:10 | 20:45 | 1050.00
JFK | HAN | Asiana Airlines | 1 stop (ICN) | 17:20 | 21:55 | 950.00
JFK | HAN | China Southern | 2 stops (CAN, KMG) | 18:35 | 23:10 | 800.00
HAN | JFK | Vietnam Airlines | Non-stop | 08:30 | 11:05 | 850.00
HAN | JFK | Japan Airlines | 1 stop (HND) | 10:50 | 14:25 | 1100.00
HAN | JFK | American Airlines | 1 stop (NRT) | 12:10 | 15:45 | 1200.00
HAN | JFK | Korean Air | 1 stop (ICN) | 13:30 | 17:05 | 1000.00
HAN | JFK | Cathay Pacific | 1 stop (HKG) | 14:50 | 18:25 | 1050.00
HAN | JFK | Asiana Airlines | 1 stop (ICN) | 16:10 | 19:45 | 950.00
HAN | JFK | China Eastern | 2 stops (KMG, PVG) | 17:30 | 22:05 | 900.00
HAN | JFK | China Southern | 2 stops (KMG, CAN) | 18:50 | 23:25 | 800.00


Here are the 16 flight plans:

JFK | HKG | American Airlines | 1 (NRT) | 14:00 | 18:30 | 850.00
JFK | HKG | Cathay Pacific | Non-stop | 10:30 | 14:45 | 950.00
JFK | HKG | Delta Air Lines | 1 (PVG) | 16:45 | 21:10 | 800.00
JFK | HKG | Japan Airlines | 1 (HND) | 11:15 | 15:40 | 900.00
JFK | HKG | Korean Air | 1 (ICN) | 12:00 | 16:25 | 850.00
JFK | HKG | Qantas | 1 (SYD) | 13:30 | 18:00 | 1000.00
JFK | HKG | Singapore Airlines | 1 (SIN) | 15:00 | 20:20 | 950.00
JFK | HKG | United Airlines | 1 (SFO) | 09:00 | 13:30 | 800.00

HKG | JFK | Air China | 1 (PEK) | 09:30 | 14:50 | 750.00
HKG | JFK | American Airlines | 1 (LAX) | 11:00 | 16:20 | 850.00
HKG | JFK | Cathay Pacific | Non-stop | 13:00 | 18:15 | 1000.00
HKG | JFK | China Eastern | 1 (PVG) | 10:15 | 15:35 | 800.00
HKG | JFK | Delta Air Lines | 1 (NRT) | 14:45 | 20:00 | 900.00
HKG | JFK | Japan Airlines | 1 (HND) | 12:30 | 17:50 | 950.00
HKG | JFK | Korean Air | 1 (ICN) | 15:45 | 21:10 | 850.00
HKG | JFK | Qantas | 1 (SYD) | 09:00 | 14:25 | 1000.00
HKG | JFK | United Airlines | 1 (SFO) | 11:45 | 16:10 | 800.00


Here are the 16 flight plans:

JFK | IST | Turkish Airlines | Non-stop | 08:00 | 18:30 | 650.00
JFK | IST | Lufthansa | 1 stop (FRA) | 09:30 | 20:15 | 720.00
JFK | IST | American Airlines | Non-stop | 11:00 | 21:30 | 750.00
JFK | IST | British Airways | 1 stop (LHR) | 12:30 | 23:15 | 800.00
JFK | IST | Emirates | 1 stop (DXB) | 14:00 | 01:30 | 850.00
JFK | IST | Delta Air Lines | Non-stop | 15:30 | 02:30 | 900.00
JFK | IST | Swiss International | 1 stop (ZRH) | 17:00 | 04:15 | 950.00
JFK | IST | KLM Royal Dutch | 1 stop (AMS) | 19:00 | 06:30 | 1000.00

IST | JFK | Turkish Airlines | Non-stop | 08:00 | 12:30 | 700.00
IST | JFK | Lufthansa | 1 stop (FRA) | 09:30 | 14:15 | 770.00
IST | JFK | American Airlines | Non-stop | 11:00 | 16:30 | 800.00
IST | JFK | British Airways | 1 stop (LHR) | 12:30 | 18:15 | 850.00
IST | JFK | Emirates | 1 stop (DXB) | 14:00 | 20:30 | 900.00
IST | JFK | Delta Air Lines | Non-stop | 15:30 | 22:30 | 950.00
IST | JFK | Swiss International | 1 stop (ZRH) | 17:00 | 00:15 | 1000.00
IST | JFK | KLM Royal Dutch | 1 stop (AMS) | 19:00 | 02:30 | 1050.00


Here are the 16 flight plans:

JFK | TLV | El Al | Non-stop | 08:00 | 18:30 | 850.00
JFK | TLV | Delta | 1 stop (AMS) | 10:30 | 20:15 | 720.00
JFK | TLV | American Airlines | 1 stop (CDG) | 12:00 | 22:45 | 900.00
JFK | TLV | United | Non-stop | 14:00 | 00:30 | 1,050.00
JFK | TLV | Lufthansa | 1 stop (FRA) | 16:00 | 02:45 | 1,200.00
JFK | TLV | Turkish Airlines | 1 stop (IST) | 18:00 | 05:15 | 1,100.00
JFK | TLV | Austrian Airlines | 1 stop (VIE) | 20:00 | 07:30 | 1,300.00
JFK | TLV | Swiss International | 1 stop (ZRH) | 22:00 | 09:45 | 1,250.00
TLV | JFK | El Al | Non-stop | 08:30 | 13:00 | 950.00
TLV | JFK | Delta | 1 stop (AMS) | 11:00 | 16:45 | 820.00
TLV | JFK | American Airlines | 1 stop (CDG) | 13:30 | 19:15 | 1,050.00
TLV | JFK | United | Non-stop | 15:30 | 21:00 | 1,200.00
TLV | JFK | Lufthansa | 1 stop (FRA) | 17:30 | 23:45 | 1,350.00
TLV | JFK | Turkish Airlines | 1 stop (IST) | 19:30 | 02:15 | 1,250.00
TLV | JFK | Austrian Airlines | 1 stop (VIE) | 21:30 | 05:45 | 1,400.00
TLV | JFK | Swiss International | 1 stop (ZRH) | 23:30 | 07:15 | 1,300.00


Here are the 16 flight plans:

JFK | LIM | American Airlines | 1 (MIA) | 08:00 | 18:30 | 542.00
JFK | LIM | LATAM | 0 | 10:30 | 20:00 | 480.00
JFK | LIM | Delta Air Lines | 1 (ATL) | 12:00 | 22:15 | 520.00
JFK | LIM | Avianca | 1 (BOG) | 14:00 | 23:45 | 550.00
JFK | LIM | United Airlines | 0 | 16:00 | 23:59 | 500.00
JFK | LIM | Copa Airlines | 1 (PTY) | 18:00 | 01:30 | 580.00
JFK | LIM | Aeromexico | 1 (MEX) | 20:00 | 02:45 | 600.00
JFK | LIM | Spirit Airlines | 1 (FLL) | 22:00 | 04:15 | 450.00

LIM | JFK | LATAM | 0 | 08:00 | 18:00 | 520.00
LIM | JFK | American Airlines | 1 (MIA) | 10:00 | 20:30 | 580.00
LIM | JFK | Delta Air Lines | 1 (ATL) | 12:00 | 22:15 | 550.00
LIM | JFK | Avianca | 1 (BOG) | 14:00 | 23:45 | 600.00
LIM | JFK | United Airlines | 0 | 16:00 | 23:59 | 530.00
LIM | JFK | Copa Airlines | 1 (PTY) | 18:00 | 01:30 | 620.00
LIM | JFK | Aeromexico | 1 (MEX) | 20:00 | 02:45 | 650.00
LIM | JFK | Spirit Airlines | 1 (FLL) | 22:00 | 04:15 | 480.00


Here are the 16 flight plans:

JFK | LHR | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
JFK | LHR | British Airways | Non-stop | 10:00 | 20:30 | 950.00
JFK | LHR | Delta Air Lines | 1 stop (AMS) | 12:00 | 22:30 | 700.00
JFK | LHR | United Airlines | Non-stop | 14:00 | 00:30 | 800.00
JFK | LHR | Virgin Atlantic | Non-stop | 16:00 | 02:30 | 900.00
JFK | LHR | Lufthansa | 1 stop (FRA) | 18:00 | 04:30 | 750.00
JFK | LHR | Air France | 1 stop (CDG) | 20:00 | 06:30 | 650.00
JFK | LHR | KLM Royal Dutch | 1 stop (AMS) | 22:00 | 08:30 | 600.00
LHR | JFK | American Airlines | Non-stop | 09:00 | 11:30 | 900.00
LHR | JFK | British Airways | Non-stop | 11:00 | 13:30 | 1000.00
LHR | JFK | Delta Air Lines | 1 stop (CDG) | 13:00 | 16:30 | 800.00
LHR | JFK | United Airlines | Non-stop | 15:00 | 17:30 | 850.00
LHR | JFK | Virgin Atlantic | Non-stop | 17:00 | 19:30 | 950.00
LHR | JFK | Lufthansa | 1 stop (FRA) | 19:00 | 22:30 | 750.00
LHR | JFK | Air France | 1 stop (AMS) | 21:00 | 00:30 | 700.00
LHR | JFK | KLM Royal Dutch | 1 stop (CDG) | 23:00 | 02:30 | 650.00


Here are the 16 flight plans:

JFK | MAD | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
JFK | MAD | Iberia | Non-stop | 10:30 | 21:00 | 520.00
JFK | MAD | Delta | 1 stop (BCN) | 12:00 | 23:59 | 480.00
JFK | MAD | LATAM | 1 stop (LHR) | 14:00 | 02:00 | 550.00
JFK | MAD | United | Non-stop | 16:00 | 02:30 | 500.00
JFK | MAD | Air Europa | 1 stop (CDG) | 18:00 | 04:00 | 530.00
JFK | MAD | TAP Air Portugal | 1 stop (LIS) | 20:00 | 06:00 | 510.00
JFK | MAD | Swiss International | 1 stop (ZRH) | 22:00 | 08:00 | 490.00

MAD | JFK | Iberia | Non-stop | 08:00 | 10:30 | 420.00
MAD | JFK | American Airlines | Non-stop | 10:30 | 13:00 | 480.00
MAD | JFK | LATAM | 1 stop (BOG) | 12:00 | 19:00 | 540.00
MAD | JFK | Delta | 1 stop (AMS) | 14:00 | 21:00 | 500.00
MAD | JFK | United | Non-stop | 16:00 | 18:30 | 460.00
MAD | JFK | Air Europa | 1 stop (FRA) | 18:00 | 23:59 | 520.00
MAD | JFK | TAP Air Portugal | 1 stop (OPO) | 20:00 | 02:00 | 490.00
MAD | JFK | Swiss International | 1 stop (GVA) | 22:00 | 04:00 | 510.00


Here are the 16 flight plans:

JFK | MEX | American Airlines | Non-stop | 08:00 | 12:30 | 450.00
JFK | MEX | Delta Air Lines | 1 stop (ATL) | 09:15 | 14:45 | 520.00
JFK | MEX | Aeromexico | Non-stop | 10:30 | 15:00 | 480.00
JFK | MEX | United Airlines | 1 stop (IAH) | 11:45 | 16:15 | 500.00
JFK | MEX | JetBlue Airways | Non-stop | 13:00 | 17:30 | 420.00
JFK | MEX | LATAM | 1 stop (LIM) | 14:15 | 19:45 | 550.00
JFK | MEX | Avianca | 1 stop (BOG) | 15:30 | 21:00 | 580.00
JFK | MEX | Interjet | Non-stop | 16:45 | 21:15 | 400.00

MEX | JFK | Aeromexico | Non-stop | 08:00 | 13:30 | 420.00
MEX | JFK | American Airlines | 1 stop (DFW) | 09:15 | 15:45 | 500.00
MEX | JFK | Delta Air Lines | Non-stop | 10:30 | 16:00 | 450.00
MEX | JFK | United Airlines | 1 stop (SFO) | 11:45 | 18:15 | 520.00
MEX | JFK | JetBlue Airways | Non-stop | 13:00 | 18:30 | 400.00
MEX | JFK | LATAM | 1 stop (SCL) | 14:15 | 20:45 | 580.00
MEX | JFK | Avianca | 1 stop (PTY) | 15:30 | 22:00 | 600.00
MEX | JFK | Interjet | Non-stop | 16:45 | 22:15 | 380.00


Here are the 16 flight plans:

JFK | MBJ | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
JFK | MBJ | Delta Air Lines | 1 stop (MIA) | 09:30 | 13:45 | 520.00
JFK | MBJ | JetBlue Airways | Non-stop | 11:00 | 14:20 | 380.00
JFK | MBJ | United Airlines | 1 stop (FLL) | 12:30 | 16:50 | 550.00
JFK | MBJ | Spirit Airlines | 1 stop (ATL) | 14:00 | 18:15 | 420.00
JFK | MBJ | Caribbean Airlines | Non-stop | 15:30 | 18:50 | 400.00
JFK | MBJ | Copa Airlines | 1 stop (PTY) | 17:00 | 21:20 | 580.00
JFK | MBJ | LATAM | 1 stop (LIM) | 19:30 | 23:45 | 600.00
MBJ | JFK | American Airlines | Non-stop | 08:30 | 12:00 | 480.00
MBJ | JFK | Delta Air Lines | 1 stop (ATL) | 10:00 | 14:25 | 540.00
MBJ | JFK | JetBlue Airways | Non-stop | 11:30 | 15:00 | 410.00
MBJ | JFK | United Airlines | 1 stop (IAD) | 13:00 | 16:30 | 570.00
MBJ | JFK | Spirit Airlines | 1 stop (FLL) | 14:30 | 18:00 | 450.00
MBJ | JFK | Caribbean Airlines | Non-stop | 16:00 | 19:30 | 430.00
MBJ | JFK | Copa Airlines | 1 stop (PTY) | 17:30 | 21:55 | 610.00
MBJ | JFK | LATAM | 1 stop (LIM) | 19:00 | 23:25 | 630.00


Here are the 16 flight plans:

JFK | YUL | American Airlines | Non-stop | 08:00 | 10:35 | 235.00
JFK | YUL | Delta Air Lines | Non-stop | 10:45 | 13:20 | 250.00
JFK | YUL | United Airlines | 1 stop (BOS) | 12:00 | 16:05 | 320.00
JFK | YUL | Air Canada | Non-stop | 14:30 | 16:55 | 280.00
JFK | YUL | JetBlue Airways | Non-stop | 16:15 | 18:40 | 220.00
JFK | YUL | WestJet | 1 stop (YYZ) | 18:00 | 21:35 | 350.00
JFK | YUL | Porter Airlines | Non-stop | 19:45 | 22:10 | 240.00
JFK | YUL | Lufthansa | 1 stop (FRA) | 21:00 | 01:35 (+1) | 450.00

YUL | JFK | Air Canada | Non-stop | 06:30 | 08:05 | 260.00
YUL | JFK | American Airlines | Non-stop | 08:45 | 10:20 | 230.00
YUL | JFK | Delta Air Lines | 1 stop (YYZ) | 11:00 | 14:35 | 330.00
YUL | JFK | United Airlines | Non-stop | 12:30 | 14:05 | 250.00
YUL | JFK | JetBlue Airways | 1 stop (BOS) | 14:15 | 17:40 | 300.00
YUL | JFK | WestJet | Non-stop | 16:00 | 17:35 | 210.00
YUL | JFK | Porter Airlines | 1 stop (YTZ) | 17:30 | 20:55 | 280.00
YUL | JFK | Lufthansa | 1 stop (FRA) | 20:00 | 00:35 (+1) | 420.00


Here are the 16 flight plans:

JFK | BOM | American Airlines | Non-stop | 10:30 | 22:45 | 850.00
JFK | BOM | Emirates | 1 stop (DXB) | 14:00 | 03:15 | 1200.00
JFK | BOM | Lufthansa | 1 stop (FRA) | 16:00 | 06:30 | 1100.00
JFK | BOM | Qatar Airways | 1 stop (DOH) | 18:00 | 08:45 | 1000.00
JFK | BOM | Singapore Airlines | 1 stop (SIN) | 20:00 | 11:15 | 1050.00
JFK | BOM | Turkish Airlines | 1 stop (IST) | 22:00 | 14:30 | 950.00
JFK | BOM | United Airlines | Non-stop | 08:30 | 20:45 | 900.00
JFK | BOM | Virgin Atlantic | 1 stop (LHR) | 12:00 | 02:15 | 1250.00
BOM | JFK | Air India | Non-stop | 02:30 | 06:45 | 800.00
BOM | JFK | British Airways | 1 stop (LHR) | 05:00 | 11:15 | 1150.00
BOM | JFK | Cathay Pacific | 1 stop (HKG) | 07:30 | 14:45 | 1000.00
BOM | JFK | Delta Air Lines | 1 stop (AMS) | 10:00 | 17:15 | 1050.00
BOM | JFK | Etihad Airways | 1 stop (AUH) | 12:30 | 20:45 | 950.00
BOM | JFK | KLM Royal Dutch | 1 stop (AMS) | 15:00 | 23:15 | 1100.00
BOM | JFK | Qantas | 1 stop (SYD) | 18:00 | 02:45 | 1200.00
BOM | JFK | Swiss International | 1 stop (ZRH) | 20:30 | 05:45 | 1150.00


Here are the 16 flight plans:

JFK | OSL | Norwegian | 1 (ARN) | 08:00 | 18:30 | 450.00
JFK | OSL | Delta | 1 (CDG) | 10:30 | 20:50 | 520.00
JFK | OSL | SAS | 0 | 12:00 | 20:00 | 600.00
JFK | OSL | Lufthansa | 1 (FRA) | 14:00 | 22:20 | 580.00
JFK | OSL | American | 1 (PHL) | 16:00 | 23:50 | 550.00
JFK | OSL | KLM | 1 (AMS) | 18:00 | 01:20 | 500.00
JFK | OSL | United | 1 (EWR) | 20:00 | 02:30 | 480.00
JFK | OSL | Air France | 1 (CDG) | 22:00 | 04:20 | 510.00
OSL | JFK | Norwegian | 1 (ARN) | 08:00 | 14:30 | 420.00
OSL | JFK | SAS | 0 | 10:00 | 16:00 | 650.00
OSL | JFK | Lufthansa | 1 (FRA) | 12:00 | 18:20 | 620.00
OSL | JFK | Delta | 1 (CDG) | 14:00 | 20:50 | 590.00
OSL | JFK | American | 1 (PHL) | 16:00 | 22:50 | 560.00
OSL | JFK | KLM | 1 (AMS) | 18:00 | 01:20 | 490.00
OSL | JFK | United | 1 (EWR) | 20:00 | 02:30 | 460.00
OSL | JFK | Air France | 1 (CDG) | 22:00 | 04:20 | 530.00


Here are the 16 flight plans:

JFK | PTY | American Airlines | Non-stop | 08:00 | 12:30 | 450.00
JFK | PTY | Delta Air Lines | 1 stop (MIA) | 09:15 | 14:45 | 520.00
JFK | PTY | Copa Airlines | Non-stop | 10:30 | 15:00 | 480.00
JFK | PTY | United Airlines | 1 stop (EWR) | 11:45 | 17:15 | 550.00
JFK | PTY | JetBlue Airways | Non-stop | 13:00 | 17:30 | 500.00
JFK | PTY | Avianca | 1 stop (BOG) | 14:15 | 19:45 | 580.00
JFK | PTY | LATAM | 1 stop (LIM) | 15:30 | 21:00 | 610.00
JFK | PTY | Spirit Airlines | 1 stop (FLL) | 16:45 | 22:15 | 530.00
PTY | JFK | Copa Airlines | Non-stop | 08:00 | 12:30 | 450.00
PTY | JFK | American Airlines | 1 stop (MIA) | 09:15 | 14:45 | 520.00
PTY | JFK | Delta Air Lines | Non-stop | 10:30 | 15:00 | 480.00
PTY | JFK | United Airlines | 1 stop (EWR) | 11:45 | 17:15 | 550.00
PTY | JFK | JetBlue Airways | Non-stop | 13:00 | 17:30 | 500.00
PTY | JFK | Avianca | 1 stop (BOG) | 14:15 | 19:45 | 580.00
PTY | JFK | LATAM | 1 stop (LIM) | 15:30 | 21:00 | 610.00
PTY | JFK | Spirit Airlines | 1 stop (FLL) | 16:45 | 22:15 | 530.00


Here are the 16 flight plans:

JFK | CDG | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
JFK | CDG | Delta Air Lines | 1 stop (AMS) | 09:30 | 20:00 | 520.00
JFK | CDG | Air France | Non-stop | 11:00 | 21:30 | 480.00
JFK | CDG | Lufthansa | 1 stop (FRA) | 12:30 | 23:00 | 550.00
JFK | CDG | United Airlines | Non-stop | 14:00 | 02:30 | 500.00
JFK | CDG | Swiss International | 1 stop (ZRH) | 15:30 | 04:00 | 580.00
JFK | CDG | Iberia | 1 stop (MAD) | 17:00 | 05:30 | 610.00
JFK | CDG | KLM Royal Dutch | 1 stop (AMS) | 19:00 | 07:30 | 630.00
CDG | JFK | Air France | Non-stop | 08:00 | 10:30 | 420.00
CDG | JFK | American Airlines | Non-stop | 10:00 | 12:30 | 440.00
CDG | JFK | Delta Air Lines | 1 stop (AMS) | 11:30 | 15:00 | 510.00
CDG | JFK | Lufthansa | 1 stop (FRA) | 13:00 | 17:30 | 540.00
CDG | JFK | United Airlines | Non-stop | 14:30 | 19:00 | 460.00
CDG | JFK | Swiss International | 1 stop (ZRH) | 16:00 | 21:30 | 590.00
CDG | JFK | Iberia | 1 stop (MAD) | 17:30 | 23:00 | 620.00
CDG | JFK | KLM Royal Dutch | 1 stop (AMS) | 19:30 | 01:30 | 650.00


Here are the 16 flight plans:

JFK | HKT | American Airlines | 1 (NRT) | 14:30 | 18:45 | 850.00
JFK | HKT | Delta Air Lines | 2 (LAX, HKG) | 08:00 | 22:15 | 1100.00
JFK | HKT | Emirates | 1 (DXB) | 11:45 | 15:50 | 1200.00
JFK | HKT | Japan Airlines | 1 (NRT) | 10:15 | 14:20 | 1000.00
JFK | HKT | Korean Air | 2 (ICN, BKK) | 09:00 | 21:30 | 1300.00
JFK | HKT | Qatar Airways | 1 (DOH) | 13:00 | 16:05 | 1150.00
JFK | HKT | Singapore Airlines | 1 (SIN) | 12:30 | 15:35 | 1050.00
JFK | HKT | Thai Airways | 0 | 08:30 | 12:40 | 900.00
HKT | JFK | American Airlines | 1 (NRT) | 09:45 | 14:00 | 850.00
HKT | JFK | Delta Air Lines | 2 (HKG, LAX) | 11:00 | 18:15 | 1100.00
HKT | JFK | Emirates | 1 (DXB) | 14:15 | 17:20 | 1200.00
HKT | JFK | Japan Airlines | 1 (NRT) | 10:45 | 14:50 | 1000.00
HKT | JFK | Korean Air | 2 (BKK, ICN) | 09:45 | 20:00 | 1300.00
HKT | JFK | Qatar Airways | 1 (DOH) | 12:00 | 15:05 | 1150.00
HKT | JFK | Singapore Airlines | 1 (SIN) | 11:30 | 14:35 | 1050.00
HKT | JFK | Thai Airways | 0 | 09:00 | 13:10 | 900.00


Here are the 16 flight plans:

JFK | PRG | Delta | 1 (AMS) | 08:00 | 18:30 | 540.00
JFK | PRG | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 620.00
JFK | PRG | KLM | 1 (AMS) | 12:00 | 22:20 | 580.00
JFK | PRG | United | 0 | 14:00 | 18:00 | 450.00
JFK | PRG | American Airlines | 1 (PHL) | 15:30 | 23:50 | 510.00
JFK | PRG | Czech Airlines | 0 | 17:00 | 21:00 | 420.00
JFK | PRG | Swiss | 1 (ZRH) | 18:30 | 02:50 | 650.00
JFK | PRG | Air France | 1 (CDG) | 20:00 | 04:20 | 680.00
PRG | JFK | Delta | 1 (AMS) | 08:30 | 14:00 | 520.00
PRG | JFK | Lufthansa | 1 (FRA) | 10:00 | 16:20 | 600.00
PRG | JFK | KLM | 1 (AMS) | 11:30 | 17:50 | 560.00
PRG | JFK | United | 0 | 13:00 | 17:00 | 430.00
PRG | JFK | American Airlines | 1 (PHL) | 14:30 | 20:50 | 490.00
PRG | JFK | Czech Airlines | 0 | 16:00 | 20:00 | 400.00
PRG | JFK | Swiss | 1 (ZRH) | 17:30 | 01:50 | 630.00
PRG | JFK | Air France | 1 (CDG) | 19:00 | 03:20 | 660.00


Here are the 16 flight plans:

JFK | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 450.00
JFK | KEF | American Airlines | 2 (PHL, MIA) | 10:30 | 22:15 | 620.00
JFK | KEF | Delta Air Lines | 0 | 12:00 | 20:00 | 550.00
JFK | KEF | United Airlines | 1 (EWR) | 14:30 | 22:45 | 580.00
JFK | KEF | Lufthansa | 2 (FRA, OSLO) | 16:00 | 23:50 | 750.00
JFK | KEF | Air Canada | 1 (YYZ) | 18:30 | 00:15 | 650.00
JFK | KEF | British Airways | 1 (LHR) | 20:00 | 02:30 | 720.00
JFK | KEF | KLM Royal Dutch | 2 (AMS, CPH) | 21:30 | 03:45 | 800.00

KEF | JFK | Icelandair | 1 (BOS) | 08:00 | 14:30 | 480.00
KEF | JFK | American Airlines | 2 (MIA, PHL) | 10:30 | 18:15 | 680.00
KEF | JFK | Delta Air Lines | 0 | 12:00 | 16:00 | 580.00
KEF | JFK | United Airlines | 1 (EWR) | 14:30 | 20:45 | 600.00
KEF | JFK | Lufthansa | 2 (OSLO, FRA) | 16:00 | 22:50 | 780.00
KEF | JFK | Air Canada | 1 (YYZ) | 18:30 | 00:15 | 680.00
KEF | JFK | British Airways | 1 (LHR) | 20:00 | 02:30 | 740.00
KEF | JFK | KLM Royal Dutch | 2 (CPH, AMS) | 21:30 | 04:45 | 820.00


Here are the 16 flight plans:

JFK | GIG | American Airlines | 1 (GRU) | 08:00 | 20:30 | 850.00
JFK | GIG | Delta Air Lines | 0 | 10:30 | 22:00 | 950.00
JFK | GIG | LATAM | 1 (EZE) | 12:00 | 00:30 | 720.00
JFK | GIG | United Airlines | 0 | 14:30 | 02:00 | 820.00
JFK | GIG | Avianca | 1 (BOG) | 16:00 | 04:30 | 780.00
JFK | GIG | Copa Airlines | 1 (PTY) | 18:00 | 06:30 | 900.00
JFK | GIG | Azul Airlines | 0 | 20:00 | 08:00 | 750.00
JFK | GIG | Gol Transportes Aéreos | 1 (CNF) | 22:00 | 10:30 | 680.00

GIG | JFK | American Airlines | 1 (GRU) | 09:00 | 21:30 | 920.00
GIG | JFK | Delta Air Lines | 0 | 11:30 | 23:00 | 1020.00
GIG | JFK | LATAM | 1 (EZE) | 13:30 | 01:30 | 790.00
GIG | JFK | United Airlines | 0 | 15:30 | 03:00 | 890.00
GIG | JFK | Avianca | 1 (BOG) | 17:30 | 05:30 | 850.00
GIG | JFK | Copa Airlines | 1 (PTY) | 19:30 | 07:30 | 980.00
GIG | JFK | Azul Airlines | 0 | 21:30 | 09:00 | 820.00
GIG | JFK | Gol Transportes Aéreos | 1 (CNF) | 23:30 | 11:00 | 740.00


Here are the 16 flight plans:

JFK | FCO | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
JFK | FCO | Lufthansa | 1 stop (FRA) | 10:30 | 20:15 | 950.00
JFK | FCO | Delta Air Lines | Non-stop | 12:00 | 22:00 | 900.00
JFK | FCO | Alitalia | Non-stop | 14:30 | 00:30 | 800.00
JFK | FCO | United Airlines | 1 stop (EWR) | 16:00 | 02:30 | 1000.00
JFK | FCO | Emirates | 1 stop (DXB) | 18:30 | 04:30 | 1100.00
JFK | FCO | Turkish Airlines | 1 stop (IST) | 20:00 | 06:00 | 1050.00
JFK | FCO | Swiss International | 1 stop (ZRH) | 21:30 | 07:30 | 1020.00
FCO | JFK | Alitalia | Non-stop | 09:00 | 12:30 | 750.00
FCO | JFK | American Airlines | Non-stop | 11:30 | 15:00 | 850.00
FCO | JFK | Lufthansa | 1 stop (FRA) | 13:00 | 17:45 | 900.00
FCO | JFK | Delta Air Lines | Non-stop | 15:00 | 19:30 | 800.00
FCO | JFK | United Airlines | 1 stop (EWR) | 17:00 | 21:30 | 950.00
FCO | JFK | Emirates | 1 stop (DXB) | 19:30 | 00:30 | 1000.00
FCO | JFK | Turkish Airlines | 1 stop (IST) | 21:00 | 02:00 | 1050.00
FCO | JFK | Swiss International | 1 stop (ZRH) | 22:30 | 03:30 | 1020.00


Here are the 16 flight plans:

JFK | SCL | LATAM | 1 (LIM) | 08:00 | 22:30 | 950.00
JFK | SCL | American Airlines | 2 (MIA, LIM) | 10:00 | 02:30 | 1050.00
JFK | SCL | Delta | 1 (ATL) | 12:00 | 00:30 | 1200.00
JFK | SCL | Avianca | 2 (BOG, LIM) | 14:00 | 04:30 | 1100.00
JFK | SCL | LATAM | 0 | 16:00 | 06:30 | 1300.00
JFK | SCL | United | 1 (IAH) | 18:00 | 08:30 | 1250.00
JFK | SCL | Copa Airlines | 2 (PTY, LIM) | 20:00 | 10:30 | 1150.00
JFK | SCL | Aerolineas Argentinas | 2 (EZE, SAE) | 22:00 | 12:30 | 1000.00

SCL | JFK | LATAM | 1 (LIM) | 08:00 | 22:30 | 900.00
SCL | JFK | American Airlines | 2 (LIM, MIA) | 10:00 | 02:30 | 1000.00
SCL | JFK | Delta | 1 (ATL) | 12:00 | 00:30 | 1150.00
SCL | JFK | Avianca | 2 (LIM, BOG) | 14:00 | 04:30 | 1050.00
SCL | JFK | LATAM | 0 | 16:00 | 06:30 | 1200.00
SCL | JFK | United | 1 (IAH) | 18:00 | 08:30 | 1100.00
SCL | JFK | Copa Airlines | 2 (LIM, PTY) | 20:00 | 10:30 | 1000.00
SCL | JFK | Aerolineas Argentinas | 2 (SAE, EZE) | 22:00 | 12:30 | 950.00


Here are the 16 flight plans:

JFK | ICN | Korean Air | Non-stop | 10:30 | 14:35 | 850.00
JFK | ICN | Delta | 1 stop (NRT) | 12:15 | 16:50 | 720.00
JFK | ICN | Asiana | Non-stop | 14:00 | 18:05 | 900.00
JFK | ICN | Japan Airlines | 1 stop (HND) | 15:45 | 20:20 | 780.00
JFK | ICN | China Eastern | 2 stops (PEK, PVG) | 17:00 | 22:35 | 650.00
JFK | ICN | American Airlines | 1 stop (LAX) | 18:30 | 23:05 | 750.00
JFK | ICN | Cathay Pacific | 1 stop (HKG) | 20:00 | 00:35 | 820.00
JFK | ICN | United | Non-stop | 21:45 | 02:20 | 980.00

